,adam_metallopeptidase,adamts_metallopeptidase,adrenoceptor,alcohol_dehydrogenase,aldehyde_dehydrogenase,aldo_keto_reductase,alkaline_phosphatase,arachidonate_lipoxygenase,arf_gtpase,carbonic_anhydrase,cxc_chemokine_receptor,cytochrome_p450,dopamine_receptor,ectonucleotide_pyrophosphatase,ferritin,flavin_monooxygenase,globins,glutamate_metabotropic,glutaredoxin,glutathione_peroxidase,glutathione_s_transferase,guanylate_binding_protein,heme_oxygenase,histamine_receptor,histone_deacetylase_classI,histone_h4,hox,m14_carboxypeptidase,matrix_metalloproteinase,metallothionein,muscarinic_receptor,nadph_oxidase,nitric_oxide_synthase,olfactory_receptors,opsins,p2y_receptor,peroxidase,peroxiredoxin,phosphodiesterase,rab_gtpase,ras_gtpases,rho_gtpase,serine_protease,serotonin_receptor,steap_metalloreductase,sulfotransferase,taste2_receptor,udp_glucuronosyltransferase
adam_metallopeptidase,0.0,0.007388293743133545,0.08847326040267944,0.04191714525222778,0.04141509532928467,0.04461091756820679,0.05092144012451172,0.0411531925201416,0.05282127857208252,0.03611874580383301,0.09808635711669922,0.03342920541763306,0.06659591197967529,0.03669309616088867,0.07820415496826172,0.040678977966308594,0.04786205291748047,0.057639479637145996,0.04740995168685913,0.03569626808166504,0.0412256121635437,0.07411259412765503,0.052740395069122314,0.05665785074234009,0.04340958595275879,0.17666685581207275,0.09819024801254272,0.031467437744140625,0.0235445499420166,0.1075330376625061,0.083534836769104,0.04077798128128052,0.03832125663757324,0.1539962887763977,0.046411871910095215,0.08086901903152466,0.03950810432434082,0.05141890048980713,0.03732419013977051,0.044273972511291504,0.05036032199859619,0.05224013328552246,0.01526552438735962,0.07007724046707153,0.06528723239898682,0.03991198539733887,0.10775566101074219,0.041732609272003174
adamts_metallopeptidase,0.007388293743133545,0.0,0.0815005898475647,0.03494447469711304,0.03444242477416992,0.03763824701309204,0.04394876956939697,0.034180521965026855,0.04584860801696777,0.02914607524871826,0.09111368656158447,0.02645653486251831,0.05962324142456055,0.029720425605773926,0.07123148441314697,0.03370630741119385,0.04088938236236572,0.05066680908203125,0.040437281131744385,0.028723597526550293,0.034252941608428955,0.06713992357254028,0.04576772451400757,0.04968518018722534,0.03643691539764404,0.169694185256958,0.09121757745742798,0.02449476718902588,0.016571879386901855,0.1122550368309021,0.07656216621398926,0.03380531072616577,0.03416639566421509,0.14702361822128296,0.03943920135498047,0.07389634847640991,0.032535433769226074,0.04444622993469238,0.03035151958465576,0.03730130195617676,0.043387651443481445,0.045267462730407715,0.011110663414001465,0.06310456991195679,0.05831456184387207,0.03293931484222412,0.10078299045562744,0.03475993871688843
adrenoceptor,0.08847326040267944,0.0815005898475647,0.0,0.07209932804107666,0.06487053632736206,0.06622576713562012,0.07253628969192505,0.06276804208755493,0.0830034613609314,0.06630092859268188,0.0491982102394104,0.05504405498504639,0.02187734842300415,0.06687527894973755,0.1083863377571106,0.07086116075515747,0.0694769024848938,0.034955501556396484,0.07759213447570801,0.0649060606956482,0.06284046173095703,0.1042947769165039,0.07435524463653564,0.031815409660339355,0.07359176874160767,0.19828170537948608,0.05508100986480713,0.0616496205329895,0.06492871046066284,0.1937556266784668,0.022284388542175293,0.06239283084869385,0.05683404207229614,0.10510814189910889,0.04206138849258423,0.031023502349853516,0.06112295389175415,0.07487434148788452,0.06750637292861938,0.07445615530014038,0.08054250478744507,0.08242231607437134,0.07320773601531982,0.028717398643493652,0.06030207872390747,0.07009416818618774,0.07215982675552368,0.07191479206085205
alcohol_dehydrogenase,0.04191714525222778,0.03494447469711304,0.07209932804107666,0.0,0.0203973650932312,0.028236985206604004,0.034547507762908936,0.02477926015853882,0.03180354833602905,0.015101015567779541,0.08171242475509644,0.017055273056030273,0.05022197961807251,0.011197865009307861,0.05718642473220825,0.017686307430267334,0.031488120555877686,0.04126554727554321,0.026392221450805664,0.022385716438293457,0.024621129035949707,0.05309486389160156,0.03636646270751953,0.040283918380737305,0.022391855716705322,0.16029292345046997,0.08181631565093994,0.010449707508087158,0.01837259531021118,0.14719951152801514,0.06716090440750122,0.024404048919677734,0.04970735311508179,0.13762235641479492,0.03003793954849243,0.06449508666992188,0.023134171962738037,0.030401170253753662,0.01630645990371704,0.023256242275238037,0.029342591762542725,0.031222403049468994,0.026651620864868164,0.05370330810546875,0.0382344126701355,0.0188942551612854,0.0913817286491394,0.011662602424621582
aldehyde_dehydrogenase,0.04141509532928467,0.03444242477416992,0.06487053632736206,0.0203973650932312,0.0,0.009952127933502197,0.027318716049194336,0.01755046844482422,0.03130149841308594,0.014598965644836426,0.07448363304138184,0.009826481342315674,0.04299318790435791,0.01517331600189209,0.05668437480926514,0.01915919780731201,0.024259328842163086,0.03403675556182861,0.02589017152786255,0.01968848705291748,0.01762288808822632,0.05259281396865845,0.02913767099380493,0.033055126667022705,0.021889805793762207,0.15306413173675537,0.07458752393722534,0.009947657585144043,0.017870545387268066,0.14669746160507202,0.05993211269378662,0.009993791580200195,0.04920530319213867,0.13039356470108032,0.022809147834777832,0.057266294956207275,0.015905380249023438,0.010003805160522461,0.015804409980773926,0.022754192352294922,0.02884054183959961,0.03072035312652588,0.02614957094192505,0.04647451639175415,0.041684508323669434,0.018392205238342285,0.0841529369354248,0.020212829113006592
aldo_keto_reductase,0.04461091756820679,0.03763824701309204,0.06622576713562012,0.028236985206604004,0.009952127933502197,0.0,0.028673946857452393,0.018905699253082275,0.033066630363464355,0.02243858575820923,0.07583886384963989,0.01118171215057373,0.04434841871261597,0.023012936115264893,0.058449506759643555,0.026998817920684814,0.025614559650421143,0.03539198637008667,0.03292989730834961,0.021043717861175537,0.009254872798919678,0.054357945919036865,0.03049290180206299,0.03441035747528076,0.02772575616836548,0.15441936254501343,0.0759427547454834,0.017787277698516846,0.021066367626190186,0.14989328384399414,0.06128734350204468,0.01853048801422119,0.05240112543106079,0.13174879550933838,0.02416437864303589,0.05862152576446533,0.017260611057281494,0.013365447521209717,0.017569541931152344,0.02451932430267334,0.030605673789978027,0.0324854850769043,0.029345393180847168,0.04782974720001221,0.04303973913192749,0.026231825351715088,0.08550816774368286,0.028052449226379395
alkaline_phosphatase,0.05092144012451172,0.04394876956939697,0.07253628969192505,0.034547507762908936,0.027318716049194336,0.028673946857452393,0.0,0.012544512748718262,0.04545164108276367,0.02874910831451416,0.08214938640594482,0.017492234706878662,0.0506589412689209,0.029323458671569824,0.07083451747894287,0.033309340476989746,0.027165591716766357,0.0417025089263916,0.04004031419754028,0.02735424041748047,0.025288641452789307,0.06674295663833618,0.021710515022277832,0.04072088003158569,0.03603994846343994,0.15597039461135864,0.08225327730178833,0.024097800254821777,0.027376890182495117,0.15620380640029907,0.06759786605834961,0.02339327335357666,0.05871164798736572,0.1380593180656433,0.03047490119934082,0.06493204832077026,0.01382678747177124,0.0373225212097168,0.02995455265045166,0.036904335021972656,0.042990684509277344,0.04487049579620361,0.0356559157371521,0.05414026975631714,0.04935026168823242,0.03254234790802002,0.09181869029998779,0.034362971782684326
arachidonate_lipoxygenase,0.0411531925201416,0.034180521965026855,0.06276804208755493,0.02477926015853882,0.01755046844482422,0.018905699253082275,0.012544512748718262,0.0,0.035683393478393555,0.018980860710144043,0.07238113880157471,0.007723987102508545,0.04089069366455078,0.019555211067199707,0.061066269874572754,0.02354109287261963,0.014621078968048096,0.031934261322021484,0.030272066593170166,0.01758599281311035,0.01552039384841919,0.056974709033966064,0.025156736373901367,0.030952632427215576,0.026271700859069824,0.14342588186264038,0.07248502969741821,0.01432955265045166,0.017608642578125,0.14643555879592896,0.05782961845397949,0.015072762966156006,0.048943400382995605,0.1282910704612732,0.020706653594970703,0.055163800716400146,0.00823819637298584,0.02755427360534668,0.020186305046081543,0.02713608741760254,0.03322243690490723,0.035102248191833496,0.025887668132781982,0.04437202215194702,0.039582014083862305,0.022774100303649902,0.08205044269561768,0.02459472417831421
arf_gtpase,0.05282127857208252,0.04584860801696777,0.0830034613609314,0.03180354833602905,0.03130149841308594,0.033066630363464355,0.04545164108276367,0.035683393478393555,0.0,0.024534881114959717,0.09261655807495117,0.02795940637588501,0.061126112937927246,0.02657949924468994,0.028119266033172607,0.030565381050109863,0.04239225387573242,0.05216968059539795,0.026148855686187744,0.03328984975814819,0.023811757564544678,0.04691958427429199,0.04727059602737427,0.05118805170059204,0.02134549617767334,0.14015799760818481,0.09272044897079468,0.021353840827941895,0.029276728630065918,0.15810364484786987,0.07806503772735596,0.03530818223953247,0.06061148643493652,0.14852648973464966,0.04094207286834717,0.07539921998977661,0.03403830528259277,0.023293912410736084,0.015497088432312012,0.008547306060791016,0.008695840835571289,0.011073887348175049,0.0375557541847229,0.06460744142532349,0.05819082260131836,0.02573937177658081,0.10228586196899414,0.03161901235580444
carbonic_anhydrase,0.03611874580383301,0.02914607524871826,0.06630092859268188,0.015101015567779541,0.014598965644836426,0.02243858575820923,0.02874910831451416,0.018980860710144043,0.024534881114959717,0.0,0.07591402530670166,0.011256873607635498,0.044423580169677734,0.008394598960876465,0.049917757511138916,0.013862848281860352,0.02568972110748291,0.03546714782714844,0.02059382200241089,0.01658731698989868,0.01735246181488037,0.04582619667053223,0.030568063259124756,0.03448551893234253,0.016593456268310547,0.15353608131408691,0.07601791620254517,0.004651308059692383,0.012574195861816406,0.14140111207962036,0.061362504959106445,0.01860564947128296,0.04390895366668701,0.13182395696640015,0.024239540100097656,0.0586966872215271,0.01733577251434326,0.024602770805358887,0.009037792682647705,0.0159875750541687,0.02207392454147339,0.023953735828399658,0.02085322141647339,0.047904908657073975,0.04148828983306885,0.013095855712890625,0.08558332920074463,0.014916479587554932
