gene,condition,sample,gc1,gc2,gc3,n_codons,syn_per_100,nonsyn_per_100,frac_diff_syn,syn_site_frac,pS,pN,pN_over_pS
ENSG00000003393,add_a0.5,2.0,57.71771771771771,49.54954954954955,67.65060240963855,304.2,8.02265494012957,27.028319458973147,0.2289748230525333,0.267080790454996,0.1000828062590098,0.1229456177373429,1.243508181470362
ENSG00000003393,add_a1.0,2.0,58.258258258258266,54.05405405405405,71.92771084337349,311.0,8.888240014121049,24.807262586854456,0.2652210884353742,0.2664549082899531,0.1111789592399864,0.1127233274398536,1.0564203682577775
ENSG00000003393,add_a2.0,2.0,79.15915915915916,72.67267267267268,85.48192771084338,314.4,7.521412808283912,27.065601931709978,0.2200383698435867,0.2674787388111516,0.0937025836525492,0.1231890736594577,1.3484119325286117
ENSG00000003393,add_a3.0,2.0,80.66066066066067,72.01201201201201,87.34939759036145,312.0,8.02091296542062,31.60221654926112,0.2012000006269582,0.2676636370745106,0.0999222044878245,0.1438476510242053,1.5256140485310257
ENSG00000003393,add_a4.0,2.0,77.5975975975976,75.85585585585586,87.53012048192771,310.0,8.908772559118844,30.786405094434663,0.224811327057839,0.2673220962175645,0.1110523735250156,0.1400620621871227,1.2726127015509403
ENSG00000003393,add_gc_removed_a1.0,2.0,40.36036036036036,36.81681681681682,39.51807228915662,299.2,8.636980737789106,20.556397356578387,0.2948705544505878,0.2688230721126414,0.1068864730984151,0.0936819145232503,0.927636245528352
ENSG00000003393,add_own,2.0,69.12912912912913,61.92192192192192,80.96385542168676,309.4,8.533697481525772,28.43833919155432,0.2310389228939998,0.2678293473722762,0.1061838645251143,0.1294682220447021,1.2244883964325064
ENSG00000003393,random_a1.0,2.0,46.12612612612613,47.327327327327325,47.53012048192771,305.0,7.730623163551431,22.281219838485296,0.2562538801471488,0.2652787290934515,0.0971910884669326,0.1010843043285839,1.0549355142993078
ENSG00000003393,unsteered,2.0,43.3033033033033,42.52252252252252,44.21686746987952,299.4,7.873281244128085,21.99548791466385,0.269527788116278,0.2686995438445623,0.0977022164634083,0.1002891075346276,1.0524111494929649
ENSG00000004534,add_a0.5,2.0,54.83483483483484,59.93993993993994,33.91566265060241,300.4,7.225681097275549,25.60324625572013,0.2197600240685624,0.2217674076013883,0.1084650387701363,0.1096555598303996,1.057025905667426
ENSG00000004534,add_a1.0,2.0,60.42042042042042,47.14714714714715,56.14457831325301,300.6,7.434515663495818,25.374969648544987,0.2269634546489907,0.2219401142080514,0.1117092029817783,0.1087108000149144,0.9961518298169922
ENSG00000004534,add_a2.0,2.0,85.70570570570571,78.07807807807808,84.33734939759036,312.6,9.081671967574035,21.88101365592165,0.2930144332616819,0.2219282392328049,0.1362303350886448,0.0937357784500901,0.7269462993625209
ENSG00000004534,add_a3.0,2.0,86.96696696696696,84.98498498498499,87.7710843373494,316.8,10.440890757763968,17.848927210037793,0.368288493732945,0.2222287502316796,0.1566069088297473,0.0764880371176228,0.5371252274633955
ENSG00000004534,add_a4.0,2.0,90.2102102102102,85.1051051051051,90.96385542168676,313.2,10.548127121643065,18.89919404288552,0.3575508478981078,0.2224304176902696,0.158064622711722,0.0810196202051068,0.5231066334524164
ENSG00000004534,add_gc_removed_a1.0,2.0,47.327327327327325,49.969969969969966,29.397590361445783,303.0,7.524157964133283,25.21508215780172,0.228710237526046,0.2193649512750738,0.1145609636111337,0.1076407372706332,0.973731579182156
ENSG00000004534,add_own,2.0,66.12612612612614,59.81981981981983,42.71084337349397,305.6,8.580712578458236,24.640899556355883,0.2578303079176696,0.2225871274067031,0.1285867448954417,0.1056559967287788,0.838626233095715
ENSG00000004534,random_a1.0,2.0,44.8048048048048,37.05705705705706,22.650602409638555,306.4,6.4980613147034685,21.21929705851865,0.2398905648267009,0.2217705637776753,0.0975927618111494,0.0908790555739771,0.9361495644700109
ENSG00000004534,unsteered,2.0,53.93393393393394,46.60660660660661,32.77108433734939,297.2,6.93496292535985,25.93764173169123,0.2111413152913696,0.2213976062210516,0.1043681312041179,0.1110403931606261,1.0730805541329904
ENSG00000005175,add_a0.5,2.0,55.79579579579579,35.73573573573574,24.63855421686747,299.2,6.208541862399343,26.79558762149488,0.1889666954100168,0.2058891418392343,0.1005728266013317,0.1124751263780449,1.2131235259349211
ENSG00000005175,add_a1.0,2.0,41.2012012012012,43.6036036036036,41.98795180722892,295.2,6.771737631722648,27.429501598493523,0.198935810076046,0.2086607551290813,0.1082240471383993,0.1155372956672875,1.0890224076633146
ENSG00000005175,add_a2.0,2.0,58.07807807807808,47.627627627627625,62.46987951807229,308.2,8.901753761120009,24.135300702147145,0.2708497363213754,0.2064846654134066,0.1436861623667583,0.101363743829645,0.7108315813163971
ENSG00000005175,add_a3.0,2.0,70.3903903903904,68.70870870870871,78.43373493975903,312.4,7.923794835763809,21.57953382194909,0.266895052546858,0.2062987228979667,0.1282109941794245,0.090629958633262,0.7671261415841665
ENSG00000005175,add_a4.0,2.0,84.32432432432432,83.84384384384384,87.65060240963855,315.0,8.059425523444315,16.684239759346802,0.3321859348403754,0.2073657507210071,0.1295738826432289,0.0702048353556313,0.5511642723340591
ENSG00000005175,add_gc_removed_a1.0,2.0,39.93993993993994,34.95495495495495,23.554216867469883,291.0,6.597114856008808,28.112607028105003,0.1898525817426012,0.208563611581776,0.1054908009729048,0.1184184477725958,1.1457955544406413
ENSG00000005175,add_own,2.0,47.74774774774775,42.16216216216216,40.8433734939759,299.4,6.872079589824909,26.484608441491087,0.2051474778590681,0.2052781617380715,0.1114434994196684,0.1110694951418343,1.098624568987999
ENSG00000005175,random_a1.0,2.0,48.16816816816817,33.3933933933934,20.903614457831324,296.6,7.6680258755900415,28.821282321649857,0.2107932464197738,0.2074955524349179,0.1233460670892499,0.1212382728613096,1.0391624448682664
ENSG00000005175,unsteered,2.0,39.27927927927928,35.13513513513514,19.93975903614458,293.8,6.460724747067947,29.31041621127442,0.1799747899159663,0.2058951238628067,0.104562573128066,0.1230400747072403,1.1893760383803067
ENSG00000007908,add_a0.5,2.0,49.729729729729726,49.36936936936937,69.33734939759036,318.0,20.36297910351357,17.184724107872718,0.5372073815823952,0.2109533106082196,0.3214751273171465,0.0726007243087272,0.2530532259257142
ENSG00000007908,add_a1.0,2.0,55.85585585585586,48.82882882882883,79.33734939759037,318.2,19.6948909752248,16.311640600616236,0.5338863718823118,0.2123425581463006,0.3096506882384536,0.0690386996481078,0.264604689964419
ENSG00000007908,add_a2.0,2.0,63.72372372372372,59.33933933933933,87.10843373493977,315.8,16.48176696410258,18.83097853467914,0.4622250858238245,0.210383510413744,0.2608975686216543,0.0794853772234904,0.3241765598149702
ENSG00000007908,add_a3.0,2.0,76.3963963963964,70.99099099099098,86.74698795180723,315.0,9.651504936996616,23.69731237792348,0.2901633106072617,0.2124935101869006,0.1513704794953706,0.1003039557302771,0.6850058625072621
ENSG00000007908,add_a4.0,2.0,81.02102102102103,76.03603603603604,92.16867469879516,315.0,9.522209467850065,24.5151692030496,0.2800823073205759,0.2118497000611784,0.149816527475569,0.1036807423295015,0.732403354851243
ENSG00000007908,add_gc_removed_a1.0,2.0,40.78078078078078,38.13813813813814,39.21686746987952,302.2,12.966663319539364,21.705048220169097,0.3632875490418762,0.2116401997325901,0.2044159585473162,0.0917916377353318,0.6836865702830626
