gene,condition,gc,gc3,jsd_plat,jsd_hum
ENSG00000003393,add_a0.5,58.28,67.62762762762762,0.2065143504704773,0.1827701846965439
ENSG00000003393,add_a1.0,61.4,71.8918918918919,0.1903217997425144,0.2008082474122278
ENSG00000003393,add_a2.0,79.14,85.52552552552552,0.2468563254733167,0.4183505637402878
ENSG00000003393,add_a3.0,80.04,87.38738738738739,0.146399117181119,0.385143482702392
ENSG00000003393,add_a4.0,80.36,87.56756756756756,0.1822090865255271,0.4113420250602332
ENSG00000003393,add_gc_removed_a1.0,38.92,39.45945945945946,0.4008478062629381,0.1222026483254808
ENSG00000003393,add_own,70.7,80.96096096096096,0.1394213541721027,0.2889761183102194
ENSG00000003393,random_a1.0,47.0,47.567567567567565,0.3501856542484508,0.1343893485526512
ENSG00000003393,unsteered,43.36,44.32432432432432,0.3880520101074093,0.1523134595312706
ENSG00000004534,add_a0.5,49.5,33.87387387387388,0.2368981371416389,0.2173836804910745
ENSG00000004534,add_a1.0,54.56,56.0960960960961,0.1760448684918709,0.2038140335643986
ENSG00000004534,add_a2.0,82.74,84.38438438438439,0.3884217471420896,0.4740748515722693
ENSG00000004534,add_a3.0,86.6,87.8078078078078,0.4189917006349669,0.5030349431273015
ENSG00000004534,add_a4.0,88.78,90.99099099099098,0.4862054612763418,0.5820337115558033
ENSG00000004534,add_gc_removed_a1.0,42.3,29.48948948948949,0.2291517951884276,0.1818608026297467
ENSG00000004534,add_own,56.220000000000006,42.64264264264264,0.2371732385904909,0.2459746340838727
ENSG00000004534,random_a1.0,34.86,22.7027027027027,0.3759904222092506,0.3484528900900907
ENSG00000004534,unsteered,44.44,32.732732732732735,0.1921292916523231,0.1544749039750582
ENSG00000005175,add_a0.5,38.760000000000005,24.684684684684687,0.2336815374096283,0.2128198319346083
ENSG00000005175,add_a1.0,42.260000000000005,42.04204204204204,0.1973994140330149,0.201765162971342
ENSG00000005175,add_a2.0,56.08,62.46246246246246,0.2483493713427467,0.2881601150768936
ENSG00000005175,add_a3.0,72.52000000000001,78.49849849849849,0.3632213764688788,0.4213885913161815
ENSG00000005175,add_a4.0,85.24,87.62762762762763,0.5008991638354938,0.5424286090278285
ENSG00000005175,add_gc_removed_a1.0,32.78,23.543543543543542,0.2046863203805269,0.171834118806551
ENSG00000005175,add_own,43.58,40.78078078078078,0.1982736607066299,0.2075485811190072
ENSG00000005175,random_a1.0,34.160000000000004,20.84084084084084,0.2127625442863725,0.1712230619000804
ENSG00000005175,unsteered,31.46,19.93993993993994,0.2038766231680143,0.1650111680912185
ENSG00000007908,add_a0.5,56.16,69.42942942942943,0.1004646577735233,0.1033623029394826
ENSG00000007908,add_a1.0,61.36,79.3993993993994,0.1868744138287157,0.2295621409649774
ENSG00000007908,add_a2.0,70.06,87.14714714714714,0.2241207608097276,0.2788011082099021
ENSG00000007908,add_a3.0,78.03999999999999,86.72672672672672,0.3068965747116922,0.3781783027125383
ENSG00000007908,add_a4.0,83.08,92.13213213213211,0.3583411412785828,0.4492488741724926
ENSG00000007908,add_gc_removed_a1.0,39.38,39.21921921921922,0.2105739610396557,0.1744722770857759
ENSG00000007908,add_own,50.44,60.12012012012012,0.1161883564702922,0.1063960272129415
ENSG00000007908,random_a1.0,53.64,64.92492492492492,0.0871537113829101,0.0806633845481862
ENSG00000007908,unsteered,46.68,51.71171171171172,0.1148470535873337,0.0889544158851279
ENSG00000008952,add_a0.5,40.44,43.72372372372372,0.2070056885934963,0.1783016298372073
ENSG00000008952,add_a1.0,48.88,58.25825825825825,0.1428750883941062,0.1517593946187944
ENSG00000008952,add_a2.0,57.46,63.78378378378378,0.2231601878581786,0.258284494971416
ENSG00000008952,add_a3.0,74.82000000000001,86.96696696696696,0.2965137229648934,0.4205954635149789
ENSG00000008952,add_a4.0,82.74,90.09009009009009,0.3945278449984507,0.5141330954920418
ENSG00000008952,add_gc_removed_a1.0,33.980000000000004,30.69069069069069,0.2159870141992726,0.1226067655798126
ENSG00000008952,add_own,63.92,74.95495495495496,0.2032211049893357,0.2813879792395934
ENSG00000008952,random_a1.0,35.94,36.21621621621622,0.2268029625793157,0.148898654439508
ENSG00000008952,unsteered,48.38,56.27627627627628,0.196428533355181,0.1820644370335792
ENSG00000010292,add_a0.5,45.16,53.27327327327328,0.3353325712629775,0.1958312888760101
ENSG00000010292,add_a1.0,46.54,40.18018018018018,0.3744806335560805,0.1859315887541748
ENSG00000010292,add_a2.0,71.16,80.78078078078079,0.1999922992349281,0.2818913532632846
ENSG00000010292,add_a3.0,74.53999999999999,87.8078078078078,0.1601133580771946,0.3204598099876788
ENSG00000010292,add_a4.0,80.3,93.33333333333334,0.1753738669031731,0.3991494351919459
ENSG00000010292,add_gc_removed_a1.0,41.38,38.4984984984985,0.3520814744393329,0.1141680237146837
ENSG00000010292,add_own,48.18624624624624,56.15615615615616,0.2501829308069235,0.155483978339744
ENSG00000010292,random_a1.0,41.38,40.66066066066066,0.3589474963868233,0.1371781215215375
ENSG00000010292,unsteered,40.6,39.21921921921922,0.370053974198509,0.1527866687473132
ENSG00000012171,add_a0.5,71.3,84.32432432432432,0.1410246264112652,0.1457325898316123
ENSG00000012171,add_a1.0,70.00674674674676,78.97897897897897,0.2236652405543193,0.2257448632990525
ENSG00000012171,add_a2.0,83.0,91.05105105105103,0.2733031710965844,0.2590144573132804
ENSG00000012171,add_a3.0,85.78,90.93093093093094,0.3099027539777544,0.2957634338305502
ENSG00000012171,add_a4.0,85.8,92.25225225225223,0.2738526160575719,0.2605498743551007
ENSG00000012171,add_gc_removed_a1.0,61.42,72.01201201201201,0.1575217655846507,0.1724535872045108
ENSG00000012171,add_own,74.97999999999999,81.98198198198199,0.1940351491978534,0.1839539194984919
ENSG00000012171,random_a1.0,75.64,93.27327327327328,0.1530436853721807,0.1516274705649923
ENSG00000012171,unsteered,70.52000000000001,82.46246246246247,0.1312265632207508,0.1327401268425375
ENSG00000012232,add_a0.5,75.26,93.81381381381382,0.1015082248880333,0.2271717875454191
ENSG00000012232,add_a1.0,71.34,97.77777777777776,0.1129029527516893,0.2277853407182208
ENSG00000012232,add_a2.0,72.35365365365365,95.37537537537536,0.0686701052748644,0.2002746937103791
ENSG00000012232,add_a3.0,78.66,90.75075075075074,0.1596594165148636,0.2715297747556377
ENSG00000012232,add_a4.0,82.84,91.17117117117115,0.1924435320928011,0.3370537114900246
ENSG00000012232,add_gc_removed_a1.0,60.98,87.02702702702702,0.156181320249089,0.1298059027947729
ENSG00000012232,add_own,71.58,98.43843843843844,0.0649838428497274,0.2001344249406503
ENSG00000012232,random_a1.0,65.35173173173173,80.36036036036036,0.1678393654680045,0.1682447340239223
ENSG00000012232,unsteered,72.26,92.85285285285286,0.1062806199711338,0.1957755577179767
ENSG00000014138,add_a0.5,46.14,41.14114114114115,0.2536978157233804,0.1502604820225429
ENSG00000014138,add_a1.0,48.32,50.69069069069069,0.2420240516128713,0.1933924874790203
ENSG00000014138,add_a2.0,69.38,88.34834834834835,0.1973129988600869,0.3039350654693986
ENSG00000014138,add_a3.0,74.53999999999999,85.82582582582583,0.2293591003411293,0.3293733346286784
ENSG00000014138,add_a4.0,86.16,93.3933933933934,0.3655154086469635,0.4985899210198945
ENSG00000014138,add_gc_removed_a1.0,42.5,44.08408408408408,0.3329202049392794,0.237462263368187
ENSG00000014138,add_own,62.56,65.04504504504504,0.227685876746821,0.2616910191105928
ENSG00000014138,random_a1.0,44.96,41.44144144144144,0.3209464074471265,0.2439551595600331
ENSG00000014138,unsteered,44.22,42.52252252252252,0.2599754774039423,0.1638938010355039
ENSG00000020426,add_a0.5,47.07142857142857,54.0,0.139538604037419,0.1052946618865541
ENSG00000020426,add_a1.0,57.97619047619048,80.42857142857142,0.1131712164949928,0.2692983443120201
