site_set,condition,n_genes_total,n_samples_median,n_sites_mean,d_A_cov,d_A_cov_median,d_A_cov_sd,d_A_cov_q25,d_A_cov_q75,d_A_cov_frac_improved,d_A_cov_n_genes,lvl_A_cov,base_A_cov,d_A_all,d_A_all_median,d_A_all_sd,d_A_all_q25,d_A_all_q75,d_A_all_frac_improved,d_A_all_n_genes,lvl_A_all,base_A_all,d_L,d_L_median,d_L_sd,d_L_q25,d_L_q75,d_L_frac_improved,d_L_n_genes,lvl_L,base_L,d_C,d_C_median,d_C_sd,d_C_q25,d_C_q75,d_C_frac_improved,d_C_n_genes,lvl_C,base_C,d_K,d_K_median,d_K_sd,d_K_q25,d_K_q75,d_K_frac_improved,d_K_n_genes,lvl_K,base_K,d_excess,d_excess_median,d_excess_sd,d_excess_q25,d_excess_q75,d_excess_frac_improved,d_excess_n_genes,lvl_excess,base_excess,d_A_null,d_A_null_median,d_A_null_sd,d_A_null_q25,d_A_null_q75,d_A_null_frac_improved,d_A_null_n_genes,lvl_A_null,base_A_null,d_A_M,d_A_M_median,d_A_M_sd,d_A_M_q25,d_A_M_q75,d_A_M_frac_improved,d_A_M_n_genes,lvl_A_M,base_A_M,d_C_M,d_C_M_median,d_C_M_sd,d_C_M_q25,d_C_M_q75,d_C_M_frac_improved,d_C_M_n_genes,lvl_C_M,base_C_M,d_frac_M_eq_P,d_frac_M_eq_P_median,d_frac_M_eq_P_sd,d_frac_M_eq_P_q25,d_frac_M_eq_P_q75,d_frac_M_eq_P_frac_improved,d_frac_M_eq_P_n_genes,lvl_frac_M_eq_P,base_frac_M_eq_P,d_gc_up_A,d_gc_up_A_median,d_gc_up_A_sd,d_gc_up_A_q25,d_gc_up_A_q75,d_gc_up_A_frac_improved,d_gc_up_A_n_genes,lvl_gc_up_A,base_gc_up_A,d_gc_down_A,d_gc_down_A_median,d_gc_down_A_sd,d_gc_down_A_q25,d_gc_down_A_q75,d_gc_down_A_frac_improved,d_gc_down_A_n_genes,lvl_gc_down_A,base_gc_down_A,d_gc_neutral_A,d_gc_neutral_A_median,d_gc_neutral_A_sd,d_gc_neutral_A_q25,d_gc_neutral_A_q75,d_gc_neutral_A_frac_improved,d_gc_neutral_A_n_genes,lvl_gc_neutral_A,base_gc_neutral_A
platy_not_human,add_a0.5,400,5.0,195.47,1.5276897027429015,1.0928158553677925,4.892687045316764,-1.1961677045899552,3.9840930546275697,0.6225,400,42.38179658901227,40.85410688626937,1.537832191732513,1.0730849192387666,4.666229714780145,-1.1096290650406466,3.744622401907423,0.6175,400,41.10694011199139,39.56910792025888,1.1949419038188631,0.5123772688989376,7.078246224422172,-1.2504020949673915,2.696766199941994,0.56,400,74.529088134639,73.33414623082014,0.9592392444252786,0.959807865629024,4.331831354078264,-1.6539046943774345,3.236873848151969,0.585,400,57.39589605815971,56.43665681373444,0.0812036135612534,7.105427357601002e-15,0.9967524923383002,-0.4653873258524363,0.7355196679898945,0.5,400,97.14091783908954,97.0597142255283,0.2594549379051406,0.3449954514811626,2.219795861418016,-1.084043202206337,1.6766920885941667,0.5675,400,11.43366853722408,11.17421359931894,1.2682347648377614,0.6956675684532474,3.5224161711665616,-0.5586240913840212,2.627195429948957,0.655,400,30.94812805178819,29.679893286950428,-1.0816631833695067,-0.2387493550302242,7.719938696063893,-2.5178743761706563,1.6388707339738238,0.465,400,30.70783388520751,31.789497068577017,-7.789614706330294,-0.6920599035699251,44.35331241500363,-4.292781339879661,2.580318867200817,0.445,400,60.74228678074221,68.53190148707252,0.0084436140715991,0.0002217523128165,0.304732393301564,-0.1530916209816784,0.1791964712503082,0.5,400,15.381196980395806,15.372753366324208,4.631135952652785,4.584148565023021,6.948238179271353,0.4532539486177604,8.284207628747268,0.77,400,49.00256455728076,44.37142860462797,-3.975636949724654,-3.781455338750476,6.887223716966939,-8.144266808903238,0.0504491154777007,0.2525,400,32.558783308150815,36.53442025787548,1.453464910394352,0.9581143494187004,7.057509855484022,-2.4849125526738085,5.5177816898743455,0.5675,400,43.690229377617534,42.23676446722318
platy_not_human,add_a0.5_L24,400,5.0,195.47,0.1075492683876621,-0.0608016780263174,4.223851827287539,-2.2646217899785537,2.347435849749676,0.4975,400,40.96165615465703,40.85410688626937,0.163930401752634,0.0720395071784949,4.040492885199325,-2.1172647185216995,2.2816500711237517,0.5025,400,39.73303832201151,39.56910792025888,-0.0468469664244394,-0.1748645434439701,5.752724585462104,-2.042801223026869,1.669850381481078,0.47,400,73.2872992643957,73.33414623082014,0.160081493495577,0.0357536728513672,4.039337841447865,-2.0983208042262813,2.414616762063522,0.505,400,56.59673830723,56.43665681373444,0.1205777572546331,0.0340136054421833,0.9362375932429596,-0.4454947707160066,0.719071801382416,0.505,400,97.1802919827829,97.0597142255283,-0.1480493664569308,-0.1570019232048496,2.176440079300194,-1.5904229440700617,1.3544332776077086,0.4675,400,11.02616423286201,11.17421359931894,0.255598634844593,0.0098095207784805,2.9252127365473384,-1.169131515965617,1.5785844159149178,0.5,400,29.935491921795023,29.679893286950428,0.0473635715138823,0.2122278021856516,6.252262875628684,-1.9051651238232927,2.1688776937225365,0.525,400,31.8368606400909,31.789497068577017,-0.8488723295600845,0.0386654349262354,37.31244416565999,-3.5204730913282107,3.5449084188589,0.505,400,67.68302915751242,68.53190148707252,0.0076330407753266,0.0,0.2906408631672104,-0.1529588575960256,0.1851300316916939,0.4875,400,15.380386407099534,15.372753366324208,1.0769951492494831,1.0526174121872849,6.264278538146836,-2.4471590615627994,4.838624631272404,0.5775,400,45.44842375387745,44.37142860462797,-2.108492505935085,-1.839750066866774,6.928998642143619,-6.336576082936785,2.329444825359513,0.375,400,34.42592775194039,36.53442025787548,0.6761800346765537,0.429702878877741,6.81677162871688,-3.479119640479702,4.556748046098537,0.54,400,42.91294450189973,42.23676446722318
platy_not_human,add_a1.0,400,5.0,195.47,3.151728390735169,2.1211791256003885,6.15989013832224,-0.4762519549526978,4.99114923889654,0.7,400,44.005835277004536,40.85410688626937,3.1145169359661957,2.163555307885204,6.023903754684863,-0.5442727609178384,4.8605200945626486,0.7125,400,42.68362485622508,39.56910792025888,3.6038759547044026,1.2798960790260452,8.531695856438539,-0.6887112335539882,4.321446149599655,0.67,400,76.93802218552453,73.33414623082014,0.9319070066253996,1.0079553053033727,5.398453212158513,-1.6847943491557995,3.753818351442808,0.615,400,57.36856382035983,56.43665681373444,0.0206647470721342,0.0500370535052567,0.9827750935551912,-0.5624375624375624,0.5211893369788037,0.505,400,97.0803789726004,97.0597142255283,0.3937094997692665,0.2764650787326443,2.3367132876519805,-1.086860559858644,2.0383347031634216,0.5625,400,11.567923099088206,11.17421359931894,2.7580188909659027,1.6919762327533103,4.662512156867608,0.0391289696776286,4.35019710653111,0.755,400,32.43791217791633,29.679893286950428,-3.633328014871296,-1.0213996153977192,9.325385179526112,-4.112838583222912,1.1487939097513165,0.37,400,28.15616905370572,31.789497068577017,-24.00129901848718,-1.981685093504403,78.79396922955645,-7.620381076903741,1.4951430236806704,0.3525,400,44.530602468585336,68.53190148707252,0.0079394198045953,0.0,0.31241944293641,-0.1681972423431519,0.1866188343223607,0.48,400,15.380692786128805,15.372753366324208,9.425777005245852,8.421511600938832,8.362551613500619,3.9956569494766967,13.788857343396453,0.9075,400,53.79720560987383,44.37142860462797,-7.515913603824668,-7.216410480925916,7.325826898787729,-12.404381941556824,-2.677133510602964,0.145,400,29.018506654050807,36.53442025787548,2.5757841053526027,1.8446595838383573,7.304393962297888,-2.0993367343042184,6.0471596223472766,0.6175,400,44.81254857257578,42.23676446722318
platy_not_human,add_a1.0_L24,400,5.0,195.47,0.6061125013120003,0.2944543723755508,4.376847834911108,-2.0194843535499984,2.6275598464455445,0.54,400,41.46021938758136,40.85410688626937,0.661227950410404,0.39581021993083,4.174734970341186,-1.858602929341698,2.6256613756613785,0.5475,400,40.23033587066928,39.56910792025888,0.7216251635182005,0.3099067658066019,6.571541780416002,-1.5285044238952636,2.097295212747113,0.5575,400,74.05577139433834,73.33414623082014,0.2105295347268428,0.1777029240720864,4.255352282706731,-2.016098804934962,2.478988612130909,0.5275,400,56.64718634846128,56.43665681373444,0.1390786162960477,0.1246118012422385,1.0408221870454912,-0.5103126356925856,0.8107429718875387,0.5225,400,97.19879284182434,97.0597142255283,-0.1011434159477324,-0.1925530010711993,2.1461522516064635,-1.447291863100462,1.266268066825142,0.4575,400,11.07307018337121,11.17421359931894,0.7072559172597329,0.4578426808332967,2.9696968352186213,-0.8067319244053115,1.7936787861089476,0.59,400,30.387149204210164,29.679893286950428,-0.7375038979434362,-0.1317964360798384,7.322692709553249,-2.455729491888076,2.034687300978855,0.4775,400,31.051993170633576,31.789497068577017,-6.20925657590652,-0.4149699224882095,47.40985577757275,-4.119865528165391,3.1428211296433908,0.4725,400,62.32264491116599,68.53190148707252,-0.0063492762849031,-0.0014820644479121,0.3183363021385879,-0.176130261213939,0.1579059462168452,0.47,400,15.366404090039303,15.372753366324208,2.0122434318674096,2.1158022781803645,6.422253577148696,-2.565302696876799,5.997211193917389,0.605,400,46.38367203649539,44.37142860462797,-2.0652785075015654,-1.9889480505453427,7.003012040496124,-6.085109627589374,2.230936678305099,0.375,400,34.46914175037391,36.53442025787548,0.885352425911422,1.099583889626036,7.028754368595594,-3.1542112025631948,4.358709475693109,0.5825,400,43.1221168931346,42.23676446722318
platy_not_human,add_a2.0,400,5.0,195.47,4.3517018475617295,2.7223341936934595,8.226316494526367,-0.8023236053071816,7.589306681721961,0.7,400,45.2058087338311,40.85410688626937,4.36615561430437,2.7263951734539944,8.041712967483909,-0.6095842142353796,7.510245901639344,0.7075,400,43.93526353456325,39.56910792025888,5.9177875915343785,2.225323627585702,11.702807872353526,-0.6901210231422858,7.401168209924403,0.69,400,79.25193382235452,73.33414623082014,0.5055804997464864,0.7149240656284448,6.996445138913672,-2.8486034443607817,4.401913081941766,0.5475,400,56.94223731348092,56.43665681373444,0.1698419229654031,0.20909985064295,1.0779718907233389,-0.4765967820575341,0.8905472636816008,0.5625,400,97.2295561484937,97.0597142255283,0.2272987162602068,-0.0470399067594984,2.7813211035333585,-1.821423007504487,2.172346096795221,0.4975,400,11.401512315579147,11.17421359931894,4.124403131301522,2.51461096114255,6.272252338718411,0.0279593928369239,6.351685496613454,0.75,400,33.80429641825195,29.679893286950428,-6.174595657398018,-1.825581653444278,12.83240812990406,-7.779411463670991,1.2351541790922846,0.335,400,25.614901411179,31.789497068577017,-34.51682432174949,-3.120130316349792,110.19774805898764,-15.122495597172415,1.7953362502864785,0.32,400,34.01507716532303,68.53190148707252,-0.0013407106773401,-0.0034677651109489,0.3001314875584649,-0.1798988875329294,0.1615635628322316,0.4875,400,15.371412655646866,15.372753366324208,15.122811066231383,13.996260229626792,10.67665828181126,7.579947444302471,22.024510233383477,0.935,400,59.49423967085935,44.37142860462797,-14.450430222431228,-13.831026891502669,9.718948191856216,-21.1227537057191,-8.125285045826498,0.065,400,22.083990035444245,36.53442025787548,3.513936905035562,3.3055554668847087,10.163343097102524,-2.786106988712209,9.311485008070022,0.645,400,45.75070137225874,42.23676446722318
platy_not_human,add_a2.0_L24,400,5.0,195.47,1.6190670515645815,1.065099746292926,5.403468850638223,-1.50848569264339,4.003282814399055,0.59,400,42.47317393783396,40.85410688626937,1.6489295614381403,1.1090686274509771,5.201646664144045,-1.3996918962911291,3.692314966586816,0.6025,400,41.21803748169702,39.56910792025888,2.6118660951283585,0.7630294399769824,7.889836370340073,-1.1029953380738853,3.690519898160375,0.62,400,75.94601232594849,73.33414623082014,-0.2506495021765441,0.027061680949604,4.938833483029031,-2.80897472389198,2.3466386022373804,0.5,400,56.18600731155789,56.43665681373444,0.1060830667648997,0.0630047824102462,1.0076746412657325,-0.5435565653486982,0.7860770207363501,0.51,400,97.16579729229318,97.0597142255283,0.0168792368215773,-0.0219697667630915,2.4220055418390354,-1.5935585725213222,1.4386634878446254,0.4975,400,11.19109283614052,11.17421359931894,1.6021878147430038,0.6379616149386145,3.8325432030450113,-0.5776750485904047,3.045897626518988,0.61,400,31.28208110169344,29.679893286950428,-2.7328071105136877,-0.7284802740974623,8.866043049883666,-3.035502216045243,1.3495664705174626,0.4,400,29.056689958063327,31.789497068577017,-17.733229122594185,-1.2111739010341438,66.8402416591904,-6.238805643668959,2.1743243399376877,0.3825,400,50.79867236447833,68.53190148707252,-0.0073603835231958,0.0,0.3274179415752081,-0.1858039937703841,0.1768540884277341,0.49,400,15.365392982801014,15.372753366324208,4.6562565397383375,4.166222711255671,8.042244536469358,-0.4316250671435586,8.755790579853839,0.7325,400,49.02768514436632,44.37142860462797,-3.764390207165557,-3.3129322312401577,7.924947075005065,-8.923868941443356,1.6413872979208737,0.31,400,32.77003005070991,36.53442025787548,1.7512983205872985,1.5887295631198122,7.788548942845791,-2.4820887757853,5.699042539550721,0.6075,400,43.98806278781048,42.23676446722318
platy_not_human,add_a3.0,400,5.0,195.47,4.88362535109078,2.916736247131116,9.24278909512425,-0.7657783558909799,8.89614487969878,0.7,400,45.73773223736015,40.85410688626937,4.915593745036594,2.9218125018247605,8.99723567054648,-0.5875616631430614,8.82918552036199,0.7,400,44.48470166529547,39.56910792025888,7.219257881985889,2.999046634839303,12.983824251826466,-0.3204465107109762,9.118612669829188,0.725,400,80.55340411280602,73.33414623082014,0.1562491994696654,0.3021314237114758,7.910265411436531,-3.368947711964457,4.505690141531158,0.525,400,56.5929060132041,56.43665681373444,0.2209166362966571,0.2974347633790373,1.1724376646780414,-0.3991418902586474,0.9340425531914818,0.5975,400,97.28063086182492,97.0597142255283,0.0616965976689206,-0.0066376463331332,2.953732491635198,-2.1596578630208456,1.9911458698936813,0.5,400,11.23591019698786,11.17421359931894,4.821928753421859,3.0148456448682293,7.114851532530103,0.354487322593358,7.509762646122655,0.785,400,34.50182204037229,29.679893286950428,-7.553588080488354,-2.4868064378423504,14.194878010038575,-8.537052827440604,0.3203161139577917,0.2725,400,24.235908988088664,31.789497068577017,-37.46900077924433,-4.210333530448278,115.5861828284449,-14.35716202557698,0.3427371156546641,0.2675,400,31.062900707828188,68.53190148707252,-0.0084174085025572,-0.0014561375156567,0.3201726433292545,-0.2218245526656894,0.1887884200877438,0.4925,400,15.36433595782165,15.372753366324208,17.582361256187227,16.816830384053276,11.722641249906996,8.500959835875392,25.442519711141387,0.9475,400,61.953789860815206,44.37142860462797,-17.60445915086292,-17.34022702925747,11.083968108737915,-25.79438875603084,-9.33830098704971,0.04,400,18.92996110701255,36.53442025787548,3.810273438813571,3.364809081527348,11.731125986256265,-2.7296371456128847,10.037121163226471,0.6575,400,46.04703790603675,42.23676446722318
platy_not_human,add_a3.0_L24,400,5.0,195.47,2.6815169493384268,1.3526372512548548,6.568583637042689,-1.626202990899429,5.297010017395173,0.6225,400,43.5356238356078,40.85410688626937,2.734987975370247,1.3333333333333286,6.323159210983263,-1.4097744360902291,5.303921568627446,0.635,400,42.304095895629125,39.56910792025888,4.34995826179519,1.4618602399413447,9.835587249657657,-0.6475823607901958,4.801059961086871,0.68,400,77.68410449261532,73.33414623082014,-0.2670516377901102,-0.2418067519005546,5.76396050918539,-2.7972009357643746,2.696348019913639,0.4775,400,56.16960517594432,56.43665681373444,0.1813454290260655,0.2127659574467983,1.0595421170538917,-0.5019035532994884,0.8219696969697061,0.5575,400,97.24105965455438,97.0597142255283,0.0478753059520895,-0.1466450157657588,2.6786265350803338,-1.6432460916725145,1.6406996275636705,0.4875,400,11.222088905271027,11.17421359931894,2.633641643386337,1.3843406649126528,4.760004695968094,-0.1873271007386501,3.872195455203833,0.7075,400,32.31353493033677,29.679893286950428,-4.6414755865941455,-1.3078313012890224,10.890722576757089,-4.571321550814867,0.729012204080969,0.3375,400,27.14802148198287,31.789497068577017,-25.213941093869845,-1.9004120179412836,77.70215662468364,-9.163761534019375,1.1274151183641363,0.315,400,43.31796039320267,68.53190148707252,-0.0036952243298744,-0.0040556737182189,0.33113564516735,-0.1827939909190667,0.1625628239029093,0.4725,400,15.369058141994334,15.372753366324208,7.400812352858816,6.124204693821884,9.416915332359055,0.8090378139176995,12.953374693196867,0.79,400,51.7722409574868,44.37142860462797,-6.521100322393858,-5.954319716889095,8.405267461656846,-11.588251108675614,-1.0940397732702838,0.195,400,30.01331993548161,36.53442025787548,2.669696710974313,1.79718269556313,8.276688239813817,-2.190835691494767,6.459471857069104,0.6325,400,44.90646117819749,42.23676446722318
platy_not_human,add_a4.0,400,5.0,195.47,4.74796101959078,2.782698623472782,9.633070291828792,-1.5002680467513478,9.294132399539386,0.675,400,45.60206790586015,40.85410688626937,4.838495771293811,2.8020188863562367,9.386424471516962,-1.2108770276637273,9.221706226350186,0.68,400,44.40760369155269,39.56910792025888,7.600858250037644,3.1760065010933545,13.553979468417044,-0.2767606250634493,9.654007160807026,0.73,400,80.93500448085777,73.33414623082014,-0.3302997159643535,-0.1162780924973034,8.336046385572697,-4.150592765699917,4.580454968852045,0.4925,400,56.10635709777007,56.43665681373444,0.3366981490318314,0.3759398496240607,1.1519301506305564,-0.3969567959634261,1.0392156862745097,0.6025,400,97.39641237456011,97.0597142255283,-0.137764973671267,-0.3161029292605768,3.07963243766943,-2.196657938838801,1.7864080819519168,0.46,400,11.036448625647672,11.17421359931894,4.885725993262048,3.1022890136487344,7.392994855725678,0.2632218791334058,7.562425972955556,0.7625,400,34.56561928021247,29.679893286950428,-8.162992130947396,-2.8364857661083054,14.792104781145836,-9.656549444173807,0.2460094298707753,0.2625,400,23.626504937629612,31.789497068577017,-38.501580399501805,-5.131716234335451,117.1511136216001,-16.607276282353787,0.3927912200903192,0.2625,400,30.03032108757071,68.53190148707252,0.0112479271462336,0.0190839212879403,0.3100059312029889,-0.1461010742356365,0.1696855519391515,0.5375,400,15.384001293470442,15.372753366324208,18.896328254969216,18.448577775166257,11.833804658600172,9.948592168964185,27.218002496869268,0.9625,400,63.26775685959719,44.37142860462797,-20.17309494490578,-19.10716374232284,12.318313495000254,-29.613009052508502,-10.986769937613746,0.0325,400,16.36132531296969,36.53442025787548,3.8267455828048766,3.869261940978044,12.394510857920444,-2.721177944862154,10.039077732753078,0.6575,400,46.06351005002805,42.23676446722318
platy_not_human,add_a4.0_L24,400,5.0,195.47,3.20215474063651,2.052362722710498,7.406251848768925,-1.4152602406590766,5.778946234356759,0.65,400,44.05626162690587,40.85410688626937,3.251739875405037,1.9863945578231323,7.183349011996148,-1.4393939393939394,5.672473867595816,0.6625,400,42.82084779566392,39.56910792025888,5.350625572154069,1.7575937655598608,10.975713620487966,-0.7581588071731247,5.931577025041314,0.71,400,78.6847718029742,73.33414623082014,-0.4253309671830275,0.1559407698486552,6.457534182863657,-3.3781437982920828,2.95269437868782,0.52,400,56.01132584655141,56.43665681373444,0.1979963858539653,0.2133348503811589,1.0599158870488132,-0.4325874585486922,0.8539191161142412,0.54,400,97.25771061138224,97.0597142255283,0.0159394322560986,0.0264101935165324,2.7490985892801034,-1.833750153778144,1.7058879492784298,0.5,400,11.190153031575036,11.17421359931894,3.1862153083804112,1.8386533029131515,5.442362889093347,-0.1910565924374161,5.016251938890088,0.725,400,32.86610859533084,29.679893286950428,-5.81781541497696,-1.5920030875284894,12.044884359655216,-5.759211719472527,0.557004255030555,0.3125,400,25.97168165360005,31.789497068577017,-30.84509350301542,-2.8712098837753928,92.2422577017843,-13.361632795618402,0.8330049596127189,0.32,400,37.6868079840571,68.53190148707252,-0.0057058035060479,-0.0098114522516929,0.3111819206581352,-0.1778833835259168,0.1913473297570638,0.4625,400,15.36704756281816,15.372753366324208,10.144731537818313,9.443992308472868,9.929361869980278,3.2056219338599927,15.346671369064078,0.8725,400,54.51616014244629,44.37142860462797,-9.30044433316909,-9.629680674017058,9.569371110253256,-15.574203667953672,-3.002572786040705,0.1525,400,27.23397592470638,36.53442025787548,2.9842731532801587,2.026459421152282,9.153577576417574,-3.013706051938424,7.295681809084698,0.615,400,45.22103762050334,42.23676446722318
