,adam_metallopeptidase,adamts_metallopeptidase,adrenoceptor,alcohol_dehydrogenase,aldehyde_dehydrogenase,aldo_keto_reductase,alkaline_phosphatase,arachidonate_lipoxygenase,arf_gtpase,carbonic_anhydrase,cxc_chemokine_receptor,cytochrome_p450,dopamine_receptor,ectonucleotide_pyrophosphatase,ferritin,flavin_monooxygenase,globins,glutamate_metabotropic,glutaredoxin,glutathione_peroxidase,glutathione_s_transferase,guanylate_binding_protein,heme_oxygenase,histamine_receptor,histone_deacetylase_classI,histone_h4,hox,m14_carboxypeptidase,matrix_metalloproteinase,metallothionein,muscarinic_receptor,nadph_oxidase,nitric_oxide_synthase,olfactory_receptors,opsins,p2y_receptor,peroxidase,peroxiredoxin,phosphodiesterase,rab_gtpase,ras_gtpases,rho_gtpase,serine_protease,serotonin_receptor,steap_metalloreductase,sulfotransferase,taste2_receptor,udp_glucuronosyltransferase
adam_metallopeptidase,0.0,0.04532814025878906,0.4459350109100342,0.2689645290374756,0.2582048177719116,0.3537158966064453,0.32713770866394043,0.2207167148590088,1.0469961762428284,0.16866374015808105,0.5039873719215393,0.39666301012039185,0.373208224773407,0.20225608348846436,0.428546667098999,0.4361279010772705,0.2921872138977051,0.1264359951019287,0.2742179036140442,0.2531140446662903,0.4096446633338928,0.4042436480522156,0.294175922870636,0.2915012240409851,0.22272545099258423,0.6259577870368958,0.7112540602684021,0.12423580884933472,0.2603795528411865,0.3837311863899231,0.46685081720352173,0.19921833276748657,0.24730128049850464,0.6655769348144531,0.20843255519866943,0.48674875497817993,0.30317556858062744,0.2747020721435547,0.18795239925384521,1.0050395727157593,1.0538318157196045,1.0497713088989258,0.1571260690689087,0.3743101954460144,0.19607913494110107,0.29449957609176636,0.692325234413147,0.3502556085586548
adamts_metallopeptidase,0.04532814025878906,0.0,0.43335461616516113,0.2673637866973877,0.3035329580307007,0.3990440368652344,0.36836516857147217,0.26604485511779785,1.0054991841316223,0.127166748046875,0.49140697717666626,0.4419911503791809,0.36062783002853394,0.2369990348815918,0.4039904475212097,0.43993455171585083,0.250690221786499,0.11385560035705566,0.23272091150283813,0.24475401639938354,0.36814767122268677,0.4026429057121277,0.2925751805305481,0.27892082929611206,0.2680535912513733,0.5844607949256897,0.698673665523529,0.16956394910812378,0.21505141258239746,0.41713327169418335,0.4542704224586487,0.1933557391166687,0.2347208857536316,0.6529965400695801,0.1958521604537964,0.4741683602333069,0.3485037088394165,0.23320508003234863,0.18635165691375732,0.9635425806045532,1.0123348236083984,1.0082743167877197,0.1345221996307373,0.36172980070114136,0.18349874019622803,0.3398277163505554,0.6797448396682739,0.3849985599517822
adrenoceptor,0.4459350109100342,0.43335461616516113,0.0,0.4871644973754883,0.5259116291999817,0.703461766242981,0.6768835783004761,0.49902600049972534,1.306214451789856,0.46706515550613403,0.21448510885238647,0.6749722957611084,0.0727267861366272,0.5318835377693176,0.6577732563018799,0.6597352623939514,0.5905886292457581,0.31949901580810547,0.5334361791610718,0.5846524238586426,0.7080460786819458,0.658210277557373,0.5234025120735168,0.15443378686904907,0.5169322490692139,0.8851760625839233,0.36282098293304443,0.47398167848587036,0.6476140022277832,0.7871915102005005,0.09769213199615479,0.3989991545677185,0.4403643012046814,0.3760746717453003,0.23750245571136475,0.19671028852462769,0.6529214382171631,0.5731034874916077,0.4419190287590027,1.2642578482627869,1.313050091266632,1.3089895844459534,0.5678768157958984,0.08958214521408081,0.32166099548339844,0.5798091292381287,0.4022867679595947,0.6798830628395081
alcohol_dehydrogenase,0.2689645290374756,0.2673637866973877,0.4871644973754883,0.0,0.08161884546279907,0.30835413932800293,0.3476306200027466,0.1715625524520874,0.8873813152313232,0.1401970386505127,0.5452168583869934,0.34750884771347046,0.4144377112388611,0.2210497260093689,0.3216063976287842,0.17257076501846313,0.2637205123901367,0.1676654815673828,0.17252928018569946,0.25778430700302124,0.38117796182632446,0.29730337858200073,0.18723565340042114,0.3327307105064392,0.18122857809066772,0.4663429260253906,0.7524835467338562,0.14472872018814087,0.3183610439300537,0.6353579759597778,0.5080803036689758,0.08816534280776978,0.2138410210609436,0.7068064212799072,0.24966204166412354,0.527978241443634,0.3236684799194336,0.24623537063598633,0.08101212978363037,0.8454247117042542,0.8942169547080994,0.8901564478874207,0.29003870487213135,0.4155396819114685,0.16839534044265747,0.26897531747817993,0.7335547208786011,0.32696956396102905
aldehyde_dehydrogenase,0.2582048177719116,0.3035329580307007,0.5259116291999817,0.08161884546279907,0.0,0.22673529386520386,0.3368709087371826,0.22693932056427002,0.8057624697685242,0.17839694023132324,0.5839639902114868,0.4028856158256531,0.4531848430633545,0.21198928356170654,0.38568657636642456,0.1779230833053589,0.30192041397094727,0.20641261339187622,0.25414812564849854,0.26284724473953247,0.419377863407135,0.3789222240447998,0.2513158321380615,0.3714778423309326,0.23245865106582642,0.38472408056259155,0.7912306785583496,0.1339690089225769,0.30760133266448975,0.6419360041618347,0.5468274354934692,0.12691247463226318,0.252588152885437,0.7455535531044006,0.28840917348861694,0.5667253732681274,0.31290876865386963,0.2844352722167969,0.16263097524642944,0.7638058662414551,0.8125981092453003,0.8085376024246216,0.3282386064529419,0.4542868137359619,0.20714247226715088,0.30423277616500854,0.7723018527030945,0.3323218822479248
aldo_keto_reductase,0.3537158966064453,0.3990440368652344,0.703461766242981,0.30835413932800293,0.22673529386520386,0.0,0.4323819875717163,0.32596099376678467,1.032497763633728,0.27390801906585693,0.7615141272544861,0.5019072890281677,0.6307349801063538,0.30750036239624023,0.4820675253868103,0.40465837717056274,0.3287672996520996,0.3839627504348755,0.37946218252182007,0.35835832357406616,0.21130985021591187,0.5094879269599915,0.39942020177841187,0.5490279793739319,0.3279697299003601,0.6114593744277954,0.9687808156013489,0.2294800877571106,0.40311241149902344,0.7374470829963684,0.7243775725364685,0.30446261167526245,0.4275181293487549,0.9231036901473999,0.4659593105316162,0.7442755103111267,0.4084198474884033,0.35276275873184204,0.2931966781616211,0.9905411601066589,1.0393334031105042,1.0352728962898254,0.4237496852874756,0.6318369507789612,0.38469260931015015,0.34185540676116943,0.9498519897460938,0.45549988746643066
alkaline_phosphatase,0.32713770866394043,0.36836516857147217,0.6768835783004761,0.3476306200027466,0.3368709087371826,0.4323819875717163,0.0,0.2993828058242798,1.1256622672080994,0.24732983112335205,0.7349359393119812,0.47532910108566284,0.6041567921638489,0.19117951393127441,0.50721275806427,0.49357783794403076,0.3708533048629761,0.3573845624923706,0.3528839945793152,0.3317801356315613,0.4883107542991638,0.4829097390174866,0.372842013835907,0.522449791431427,0.3013915419578552,0.7046238780021667,0.942202627658844,0.2029018998146057,0.37653422355651855,0.7108688950538635,0.6977993845939636,0.27788442373275757,0.40093994140625,0.896525502204895,0.43938112258911133,0.7176973223686218,0.38184165954589844,0.3533681631088257,0.2666184902191162,1.0837056636810303,1.1324979066848755,1.1284373998641968,0.23384296894073486,0.6052587628364563,0.35811442136764526,0.37316566705703735,0.9232738018035889,0.33917903900146484
arachidonate_lipoxygenase,0.2207167148590088,0.26604485511779785,0.49902600049972534,0.1715625524520874,0.22693932056427002,0.32596099376678467,0.2993828058242798,0.0,0.9548458456993103,0.1409088373184204,0.5570783615112305,0.17594629526138306,0.42629921436309814,0.1745011806488037,0.33114469051361084,0.34413331747055054,0.26443231105804443,0.17952698469161987,0.18206757307052612,0.22535914182662964,0.3818897604942322,0.3068416714668274,0.1967739462852478,0.34459221363067627,0.19076687097549438,0.5338074564933777,0.7643450498580933,0.09648090600967407,0.2701132297515869,0.6044479012489319,0.5199418067932129,0.10002684593200684,0.22487187385559082,0.7186679244041443,0.2615235447883606,0.5398397445678711,0.17224502563476562,0.24694716930389404,0.09055042266845703,0.9128892421722412,0.9616814851760864,0.9576209783554077,0.29075050354003906,0.42740118503570557,0.18025684356689453,0.2667446732521057,0.7454162240028381,0.32250070571899414
arf_gtpase,1.0469961762428284,1.0054991841316223,1.306214451789856,0.8873813152313232,0.8057624697685242,1.032497763633728,1.1256622672080994,0.9548458456993103,0.0,0.8783324360847473,1.364266812801361,1.1307921409606934,1.2334876656532288,0.9881647229194641,1.0685490369796753,0.9836855530738831,1.0018559098243713,0.9867154359817505,0.7727782726287842,0.9415481090545654,0.9957191348075867,1.0805866718292236,0.970518946647644,1.1517806649208069,0.9645118713378906,0.4210383892059326,1.5715335011482239,0.9227603673934937,1.0735957622528076,1.4226324558258057,1.3271302580833435,0.9072152972221375,0.9986168742179871,1.525856375694275,1.0687119960784912,1.3470281958580017,1.1017001271247864,0.8542662262916565,0.8642954230308533,0.04195660352706909,0.04999178647994995,0.06458324193954468,1.028174102306366,1.2345896363258362,0.9874452948570251,1.0880252718925476,1.5526046752929688,1.1361642479896545
carbonic_anhydrase,0.16866374015808105,0.127166748046875,0.46706515550613403,0.1401970386505127,0.17839694023132324,0.27390801906585693,0.24732983112335205,0.1409088373184204,0.8783324360847473,0.0,0.5251175165176392,0.31685513257980347,0.39433836936950684,0.1098322868347168,0.2768236994743347,0.31276780366897583,0.12352347373962402,0.14756613969802856,0.10555416345596313,0.11758726835250854,0.24098092317581177,0.2754761576652527,0.1654084324836731,0.31263136863708496,0.14291757345199585,0.4572940468788147,0.732384204864502,0.04442793130874634,0.1952633261680603,0.5443000197410583,0.4879809617996216,0.06806600093841553,0.1935063600540161,0.686707079410553,0.2295626997947693,0.5078788995742798,0.22336769104003906,0.10603833198547363,0.059184908866882324,0.8363758325576782,0.8851680755615234,0.8811075687408447,0.14984166622161865,0.39544034004211426,0.14829599857330322,0.21469169855117798,0.7134553790092468,0.2578318119049072
