,adam_metallopeptidase,adamts_metallopeptidase,adrenoceptor,alcohol_dehydrogenase,aldehyde_dehydrogenase,aldo_keto_reductase,alkaline_phosphatase,arachidonate_lipoxygenase,arf_gtpase,carbonic_anhydrase,cxc_chemokine_receptor,cytochrome_p450,dopamine_receptor,ectonucleotide_pyrophosphatase,ferritin,flavin_monooxygenase,globins,glutamate_metabotropic,glutaredoxin,glutathione_peroxidase,glutathione_s_transferase,guanylate_binding_protein,heme_oxygenase,histamine_receptor,histone_deacetylase_classI,histone_h4,hox,m14_carboxypeptidase,matrix_metalloproteinase,metallothionein,muscarinic_receptor,nadph_oxidase,nitric_oxide_synthase,olfactory_receptors,opsins,p2y_receptor,peroxidase,peroxiredoxin,phosphodiesterase,rab_gtpase,ras_gtpases,rho_gtpase,serine_protease,serotonin_receptor,steap_metalloreductase,sulfotransferase,taste2_receptor,udp_glucuronosyltransferase
adam_metallopeptidase,0.0,0.005464375019073486,0.015572726726531982,0.002659738063812256,0.0017136335372924805,0.00196230411529541,0.009930729866027832,0.006411314010620117,0.002634584903717041,0.003412485122680664,0.009828805923461914,0.00275421142578125,0.006402015686035156,0.0032483339309692383,0.004827618598937988,0.004508912563323975,0.008457601070404053,0.005238592624664307,0.004486382007598877,0.0038614869117736816,0.002116680145263672,0.010222017765045166,0.0069408416748046875,0.004056334495544434,0.003485739231109619,0.019522666931152344,0.00980067253112793,0.0010994672775268555,0.002373337745666504,0.02052360773086548,0.006482541561126709,0.0032671093940734863,0.014620780944824219,0.011160135269165039,0.004624009132385254,0.005030393600463867,0.007414281368255615,0.0025156140327453613,0.001696765422821045,0.0032911300659179688,0.003383457660675049,0.003756105899810791,0.005410552024841309,0.004657626152038574,0.007560253143310547,0.003575265407562256,0.010352671146392822,0.00519716739654541
adamts_metallopeptidase,0.005464375019073486,0.0,0.010108351707458496,0.0066375732421875,0.003750741481781006,0.005940139293670654,0.004466354846954346,0.0032292604446411133,0.005196869373321533,0.0052037835121154785,0.008690834045410156,0.003422558307647705,0.003930330276489258,0.007226169109344482,0.0038232803344726562,0.008486747741699219,0.0040814876556396484,0.0033026933670043945,0.008851706981658936,0.004646480083465576,0.006094515323638916,0.013024508953094482,0.0018535256385803223,0.0021204352378845215,0.007851064205169678,0.014058291912078857,0.007752835750579834,0.0050773024559021,0.003803431987762451,0.015059232711791992,0.00392991304397583,0.004217743873596191,0.009156405925750732,0.01296079158782959,0.005574643611907959,0.0068531036376953125,0.001949906349182129,0.0064934492111206055,0.0060620903968811035,0.006093621253967285,0.005420565605163574,0.0017082691192626953,0.0007662177085876465,0.006448924541473389,0.009360909461975098,0.007940590381622314,0.01380157470703125,0.009175002574920654
adrenoceptor,0.015572726726531982,0.010108351707458496,0.0,0.016306042671203613,0.013859093189239502,0.015608608722686768,0.00564199686050415,0.009433925151824951,0.01530522108078003,0.014872252941131592,0.01541823148727417,0.013091027736663818,0.010138869285583496,0.016894638538360596,0.013931632041931152,0.018155217170715332,0.0076721906661987305,0.010606646537780762,0.01852017641067505,0.01431494951248169,0.01576298475265503,0.02313286066055298,0.011961877346038818,0.011788904666900635,0.01751953363418579,0.017171382904052734,0.01786118745803833,0.014745771884918213,0.013471901416778564,0.02516758441925049,0.014038264751434326,0.013886213302612305,0.0026253461837768555,0.022629261016845703,0.015243113040924072,0.016521573066711426,0.008158445358276367,0.01616191864013672,0.015730559825897217,0.01620197296142578,0.01552891731262207,0.011816620826721191,0.010874569416046143,0.016117393970489502,0.01902937889099121,0.017609059810638428,0.023470044136047363,0.018843472003936768
alcohol_dehydrogenase,0.002659738063812256,0.0066375732421875,0.016306042671203613,0.0,0.004373371601104736,0.002423107624053955,0.010664045810699463,0.006872117519378662,0.0034828782081604004,0.003873288631439209,0.008853912353515625,0.003215014934539795,0.006862819194793701,0.003709137439727783,0.007487356662750244,0.004881560802459717,0.008918404579162598,0.0056993961334228516,0.005334675312042236,0.0043222904205322266,0.0018162131309509277,0.011070311069488525,0.008491098880767822,0.0045171380043029785,0.0043340325355529785,0.020259857177734375,0.012460410594940186,0.0015602707862854004,0.002834141254425049,0.021696805953979492,0.008423864841461182,0.0037279129028320312,0.01535409688949585,0.008500397205352783,0.003649115562438965,0.0023706555366516113,0.008151471614837646,0.0017374753952026367,0.0025450587272644043,0.004139423370361328,0.004915773868560791,0.006415843963623047,0.0058713555335998535,0.0033220648765563965,0.004900515079498291,0.004423558712005615,0.009341180324554443,0.005657970905303955
aldehyde_dehydrogenase,0.0017136335372924805,0.003750741481781006,0.013859093189239502,0.004373371601104736,0.0,0.0036759376525878906,0.008217096328735352,0.006980001926422119,0.0014461278915405273,0.0051261186599731445,0.011542439460754395,0.0044678449630737305,0.007602035999298096,0.004961967468261719,0.003113985061645508,0.006222546100616455,0.007832229137420654,0.006438612937927246,0.0051735639572143555,0.005575120449066162,0.0038303136825561523,0.009273767471313477,0.005227208137512207,0.005256354808807373,0.004172921180725098,0.017809033393859863,0.00808703899383545,0.002813100814819336,0.004086971282958984,0.018809974193572998,0.0047689080238342285,0.004980742931365967,0.012907147407531738,0.01287376880645752,0.006337642669677734,0.006744027137756348,0.005700647830963135,0.004229247570037842,0.0023839473724365234,0.0023428797721862793,0.0016698241233825684,0.0020424723625183105,0.003902137279510498,0.006371259689331055,0.009273886680603027,0.004262447357177734,0.012066304683685303,0.006910800933837891
aldo_keto_reductase,0.00196230411529541,0.005940139293670654,0.015608608722686768,0.002423107624053955,0.0036759376525878906,0.0,0.009966611862182617,0.006174683570861816,0.0027854442596435547,0.001450181007385254,0.009247303009033203,0.0025175809860229492,0.0061653852462768555,0.0030117034912109375,0.0067899227142333984,0.004272282123565674,0.008220970630645752,0.005001962184906006,0.004637241363525391,0.003624856472015381,0.0013883113861083984,0.01037287712097168,0.0077936649322509766,0.003819704055786133,0.003636598587036133,0.01956242322921753,0.01176297664642334,0.0008628368377685547,0.002136707305908203,0.020999372005462646,0.007726430892944336,0.0030304789543151855,0.014656662940979004,0.009776473045349121,0.004042506217956543,0.0036467313766479492,0.007454037666320801,0.0022789835929870605,0.0018476247787475586,0.0034419894218444824,0.004218339920043945,0.005718410015106201,0.005173921585083008,0.002695322036743164,0.006176590919494629,0.0037261247634887695,0.010116040706634521,0.004960536956787109
alkaline_phosphatase,0.009930729866027832,0.004466354846954346,0.00564199686050415,0.010664045810699463,0.008217096328735352,0.009966611862182617,0.0,0.0037919282913208008,0.009663224220275879,0.009230256080627441,0.00977623462677002,0.007449030876159668,0.004496872425079346,0.011252641677856445,0.008289635181427002,0.012513220310211182,0.0023664236068725586,0.004964649677276611,0.012878179550170898,0.008672952651977539,0.010120987892150879,0.017490863800048828,0.006319880485534668,0.006146907806396484,0.01187753677368164,0.011529386043548584,0.01221919059753418,0.009103775024414062,0.007829904556274414,0.019525587558746338,0.008396267890930176,0.008244216442108154,0.004690051078796387,0.016987264156341553,0.009601116180419922,0.010879576206207275,0.002516448497772217,0.010519921779632568,0.010088562965393066,0.01055997610092163,0.00988692045211792,0.006174623966217041,0.005232572555541992,0.010475397109985352,0.01338738203048706,0.011967062950134277,0.017828047275543213,0.013201475143432617
arachidonate_lipoxygenase,0.006411314010620117,0.0032292604446411133,0.009433925151824951,0.006872117519378662,0.006980001926422119,0.006174683570861816,0.0037919282913208008,0.0,0.007234454154968262,0.005438327789306641,0.006402254104614258,0.003657102584838867,0.001122891902923584,0.0074607133865356445,0.0070525407791137695,0.00872129201889038,0.0020462870597839355,0.0011727213859558105,0.009086251258850098,0.004881024360656738,0.006329059600830078,0.014821887016296387,0.0050827860832214355,0.0023549795150756836,0.00808560848236084,0.013387739658355713,0.010982096195220947,0.005311846733093262,0.004037976264953613,0.018288493156433105,0.006261706352233887,0.0044522881507873535,0.008481979370117188,0.013195335865020752,0.005809187889099121,0.007087647914886475,0.0012793540954589844,0.006727993488311768,0.006296634674072266,0.00789099931716919,0.008649826049804688,0.004937529563903809,0.0037091970443725586,0.006683468818664551,0.00959545373916626,0.008175134658813477,0.014036118984222412,0.009409546852111816
arf_gtpase,0.002634584903717041,0.005196869373321533,0.01530522108078003,0.0034828782081604004,0.0014461278915405273,0.0027854442596435547,0.009663224220275879,0.007234454154968262,0.0,0.004235625267028809,0.010651946067810059,0.0035773515701293945,0.007225155830383301,0.004071474075317383,0.004014790058135986,0.005332052707672119,0.009278357028961182,0.006061732769012451,0.003727436065673828,0.004684627056121826,0.0029398202896118164,0.00782763957977295,0.006673336029052734,0.004879474639892578,0.0027267932891845703,0.01925516128540039,0.009533166885375977,0.001922607421875,0.0031964778900146484,0.020256102085113525,0.006215035915374756,0.004090249538421631,0.014353275299072266,0.011983275413513184,0.0054471492767333984,0.005853533744812012,0.007146775722503662,0.003338754177093506,0.0009378194808959961,0.000896751880645752,0.0014328956604003906,0.003488600254058838,0.005348265171051025,0.005480766296386719,0.008383393287658691,0.002816319465637207,0.011175811290740967,0.005908071994781494
carbonic_anhydrase,0.003412485122680664,0.0052037835121154785,0.014872252941131592,0.003873288631439209,0.0051261186599731445,0.001450181007385254,0.009230256080627441,0.005438327789306641,0.004235625267028809,0.0,0.007797122001647949,0.0017812252044677734,0.00542902946472168,0.004461884498596191,0.008240103721618652,0.005722463130950928,0.007484614849090576,0.00426560640335083,0.0060874223709106445,0.002888500690460205,0.0028384923934936523,0.011823058128356934,0.007057309150695801,0.003083348274230957,0.005086779594421387,0.018826067447662354,0.011777341365814209,0.0023130178451538086,0.0014003515243530273,0.02026301622390747,0.00699007511138916,0.0022941231727600098,0.013920307159423828,0.008326292037963867,0.002592325210571289,0.0021965503692626953,0.006717681884765625,0.0037291646003723145,0.0032978057861328125,0.004892170429229736,0.005668520927429199,0.0062972307205200195,0.004437565803527832,0.0012451410293579102,0.004726409912109375,0.0051763057708740234,0.009167075157165527,0.006410717964172363
cxc_chemokine_receptor,0.009828805923461914,0.008690834045410156,0.01541823148727417,0.008853912353515625,0.011542439460754395,0.009247303009033203,0.00977623462677002,0.006402254104614258,0.010651946067810059,0.007797122001647949,0.0,0.007356882095336914,0.005279362201690674,0.010878205299377441,0.011899292469024658,0.012138783931732178,0.008448541164398193,0.005388140678405762,0.012503743171691895,0.008464932441711426,0.009746551513671875,0.018239378929138184,0.010544359683990479,0.006570398807525635,0.011503100395202637,0.01936817169189453,0.015264391899108887,0.008729338645935059,0.00745546817779541,0.02375006675720215,0.010477125644683838,0.006561696529388428,0.014466285705566406,0.012590944766998291,0.00520479679107666,0.006483256816864014,0.007259786128997803,0.010145485401153564,0.009714126586914062,0.011308491230010986,0.01208484172821045,0.009784281253814697,0.00792461633682251,0.006551980972290039,0.008991062641143799,0.011592626571655273,0.013431727886199951,0.012827038764953613
cytochrome_p450,0.00275421142578125,0.003422558307647705,0.013091027736663818,0.003215014934539795,0.0044678449630737305,0.0025175809860229492,0.007449030876159668,0.003657102584838867,0.0035773515701293945,0.0017812252044677734,0.007356882095336914,0.0,0.0036478042602539062,0.0038036108016967773,0.006631016731262207,0.005064189434051514,0.005703389644622803,0.0024843811988830566,0.0054291486740112305,0.001223921775817871,0.002671957015991211,0.01116478443145752,0.005276083946228027,0.0013021230697631836,0.004428505897521973,0.01704484224319458,0.009996116161346436,0.0016547441482543945,0.0003808736801147461,0.018481791019439697,0.005208849906921387,0.0007951855659484863,0.012139081954956055,0.009538233280181885,0.002152085304260254,0.0034305453300476074,0.0049364566802978516,0.0030708909034729004,0.0026395320892333984,0.004233896732330322,0.005010247230529785,0.004516005516052246,0.0026563405990600586,0.0030263662338256836,0.005938351154327393,0.004518032073974609,0.010379016399383545,0.005752444267272949
dopamine_receptor,0.006402015686035156,0.003930330276489258,0.010138869285583496,0.006862819194793701,0.007602035999298096,0.0061653852462768555,0.004496872425079346,0.001122891902923584,0.007225155830383301,0.00542902946472168,0.005279362201690674,0.0036478042602539062,0.0,0.007451415061950684,0.007674574851989746,0.00871199369430542,0.0031691789627075195,0.0011634230613708496,0.009076952934265137,0.004871726036071777,0.006319761276245117,0.014812588691711426,0.00578385591506958,0.0023456811904907227,0.008076310157775879,0.014088809490203857,0.011039674282073975,0.005302548408508301,0.004028677940368652,0.01898956298828125,0.006252408027648926,0.004442989826202393,0.009186923503875732,0.013186037540435791,0.00579988956451416,0.007078349590301514,0.001980423927307129,0.006718695163726807,0.006287336349487305,0.007881700992584229,0.008658051490783691,0.005559563636779785,0.0036998987197875977,0.00667417049407959,0.009586155414581299,0.008165836334228516,0.014026820659637451,0.009400248527526855
