,adam_metallopeptidase,adamts_metallopeptidase,adrenoceptor,alcohol_dehydrogenase,aldehyde_dehydrogenase,aldo_keto_reductase,alkaline_phosphatase,arachidonate_lipoxygenase,arf_gtpase,carbonic_anhydrase,cxc_chemokine_receptor,cytochrome_p450,dopamine_receptor,ectonucleotide_pyrophosphatase,ferritin,flavin_monooxygenase,globins,glutamate_metabotropic,glutaredoxin,glutathione_peroxidase,glutathione_s_transferase,guanylate_binding_protein,heme_oxygenase,histamine_receptor,histone_deacetylase_classI,histone_h4,hox,m14_carboxypeptidase,matrix_metalloproteinase,metallothionein,muscarinic_receptor,nadph_oxidase,nitric_oxide_synthase,olfactory_receptors,opsins,p2y_receptor,peroxidase,peroxiredoxin,phosphodiesterase,rab_gtpase,ras_gtpases,rho_gtpase,serine_protease,serotonin_receptor,steap_metalloreductase,sulfotransferase,taste2_receptor,udp_glucuronosyltransferase
adam_metallopeptidase,0.0,0.02427208423614502,0.22165578603744507,0.12012714147567749,0.1449577808380127,0.206132709980011,0.1944822072982788,0.12927836179733276,0.1614232063293457,0.09513276815414429,0.2550542950630188,0.1933000683784485,0.17228060960769653,0.11536651849746704,0.21831470727920532,0.22271591424942017,0.15354019403457642,0.06534957885742188,0.1256580948829651,0.1486133337020874,0.21717357635498047,0.223502516746521,0.13839775323867798,0.1246001124382019,0.12811249494552612,0.28169238567352295,0.2919546961784363,0.0693705677986145,0.15531790256500244,0.2686174511909485,0.21979427337646484,0.09819167852401733,0.12971842288970947,0.3423663377761841,0.10958856344223022,0.23480874300003052,0.17625832557678223,0.14149796962738037,0.07213324308395386,0.13608050346374512,0.1627563238143921,0.14177238941192627,0.09714239835739136,0.16976898908615112,0.10462123155593872,0.17363321781158447,0.39126986265182495,0.1816202998161316
adamts_metallopeptidase,0.02427208423614502,0.0,0.21912062168121338,0.12914764881134033,0.14846551418304443,0.20964044332504272,0.19798994064331055,0.1327860951423645,0.17812228202819824,0.07086068391799927,0.2525191307067871,0.19680780172348022,0.16974544525146484,0.11887425184249878,0.24088329076766968,0.231736421585083,0.14919835329055786,0.06281441450119019,0.13251012563705444,0.14098352193832397,0.22284948825836182,0.23237431049346924,0.162669837474823,0.12206494808197021,0.13162022829055786,0.30596446990966797,0.2894195318222046,0.07287830114364624,0.13104581832885742,0.2928895354270935,0.21725910902023315,0.10486233234405518,0.12718325853347778,0.3398311734199524,0.10705339908599854,0.23227357864379883,0.17976605892181396,0.13509219884872437,0.09640532732009888,0.16035258769989014,0.16160696744918823,0.13923722505569458,0.0849313735961914,0.16723382472991943,0.10208606719970703,0.1771409511566162,0.38873469829559326,0.18512803316116333
adrenoceptor,0.22165578603744507,0.21912062168121338,0.0,0.24935364723205566,0.269997239112854,0.37018775939941406,0.3585372567176819,0.25919902324676514,0.27161407470703125,0.2073705792427063,0.14157986640930176,0.35735511779785156,0.049375176429748535,0.2725815176963806,0.3475412130355835,0.35194242000579834,0.2827666997909546,0.1563062071800232,0.25488460063934326,0.277493417263031,0.34640008211135864,0.35272902250289917,0.26762425899505615,0.09705567359924316,0.2604343295097351,0.4109188914299011,0.2778433561325073,0.23342561721801758,0.3170335292816162,0.485485315322876,0.06730908155441284,0.19835412502288818,0.2206750512123108,0.22889190912246704,0.1438441276550293,0.12831789255142212,0.2906551957130432,0.2716020941734314,0.20135974884033203,0.2576271891593933,0.2535972595214844,0.2327290177345276,0.29807156324386597,0.06290668249130249,0.188704252243042,0.30995261669158936,0.28477901220321655,0.34567534923553467
alcohol_dehydrogenase,0.12012714147567749,0.12914764881134033,0.24935364723205566,0.0,0.042909979820251465,0.1794220209121704,0.1813809871673584,0.10583317279815674,0.13728386163711548,0.08232438564300537,0.2827521562576294,0.18019884824752808,0.19997847080230713,0.10226529836654663,0.1941753625869751,0.10258877277374268,0.1294008493423462,0.09304744005203247,0.0648658275604248,0.135512113571167,0.15638130903244019,0.19936317205429077,0.11425840854644775,0.1522979736328125,0.07510566711425781,0.2575530409812927,0.3196525573730469,0.05626934766769409,0.15501874685287476,0.388744592666626,0.24749213457107544,0.052849650382995605,0.12190258502960205,0.3700641989707947,0.11142683029174805,0.2625066041946411,0.16315710544586182,0.1122368574142456,0.04799389839172363,0.11194115877151489,0.13861697912216187,0.13683933019638062,0.15523064136505127,0.19746685028076172,0.1039162278175354,0.16053199768066406,0.41896772384643555,0.16851907968521118
aldehyde_dehydrogenase,0.1449577808380127,0.14846551418304443,0.269997239112854,0.042909979820251465,0.0,0.13651204109191895,0.2006988525390625,0.13308095932006836,0.1645316481590271,0.10164225101470947,0.30339574813842773,0.19951671361923218,0.22062206268310547,0.12158316373825073,0.22142314910888672,0.10579007863998413,0.1566486358642578,0.11369103193283081,0.10777580738067627,0.1548299789428711,0.19929128885269165,0.2266109585762024,0.14150619506835938,0.17294156551361084,0.11801564693450928,0.28480082750320435,0.3402961492538452,0.0755872130393982,0.17433661222457886,0.4135752320289612,0.2681357264518738,0.07164311408996582,0.14229261875152588,0.390707790851593,0.13022029399871826,0.28315019607543945,0.18247497081756592,0.14771461486816406,0.07524168491363525,0.1391889452934265,0.1658647656440735,0.16408711671829224,0.17454850673675537,0.21811044216156006,0.12270969152450562,0.17984986305236816,0.4396113157272339,0.18783694505691528
aldo_keto_reductase,0.206132709980011,0.20964044332504272,0.37018775939941406,0.1794220209121704,0.13651204109191895,0.0,0.2618737816810608,0.19666993618011475,0.2627571225166321,0.16281718015670776,0.4035862684249878,0.26069164276123047,0.3208125829696655,0.18275809288024902,0.2725018858909607,0.24230211973190308,0.20169484615325928,0.21388155221939087,0.18787413835525513,0.19570845365524292,0.12804371118545532,0.2962581515312195,0.23973166942596436,0.2731320858001709,0.1955040693283081,0.38274115324020386,0.4404866695404053,0.13676214218139648,0.23551154136657715,0.4747501611709595,0.36832624673843384,0.1822187900543213,0.24114954471588135,0.4908983111381531,0.24079596996307373,0.3833407163619995,0.2436498999595642,0.14050310850143433,0.17346715927124023,0.2374144196510315,0.26409024000167847,0.2623125910758972,0.23572343587875366,0.3183009624481201,0.23328536748886108,0.21132665872573853,0.539801836013794,0.24901187419891357
alkaline_phosphatase,0.1944822072982788,0.19798994064331055,0.3585372567176819,0.1813809871673584,0.2006988525390625,0.2618737816810608,0.0,0.18501943349838257,0.2511066198348999,0.15116667747497559,0.3919357657432556,0.2490411400794983,0.30916208028793335,0.1181822419166565,0.3079981207847595,0.23505496978759766,0.22950434684753418,0.2022310495376587,0.21281611919403076,0.2043544054031372,0.28583258390426636,0.2846076488494873,0.22808116674423218,0.2614815831184387,0.18385356664657593,0.37137579917907715,0.4288361668586731,0.1251116394996643,0.22386103868484497,0.4630996584892273,0.35667574405670166,0.1705682873725891,0.22949904203414917,0.4792478084564209,0.22914546728134155,0.37169021368026733,0.23199939727783203,0.19723904132843018,0.16181665658950806,0.22576391696929932,0.2524397373199463,0.25066208839416504,0.15167737007141113,0.30665045976638794,0.2216348648071289,0.22937428951263428,0.5281513333320618,0.20233356952667236
arachidonate_lipoxygenase,0.12927836179733276,0.1327860951423645,0.25919902324676514,0.10583317279815674,0.13308095932006836,0.19666993618011475,0.18501943349838257,0.0,0.14712923765182495,0.06636875867843628,0.29259753227233887,0.10424739122390747,0.2098238468170166,0.1059037446975708,0.20402073860168457,0.20842194557189941,0.13924622535705566,0.10289281606674194,0.11136412620544434,0.136491596698761,0.20287960767745972,0.20920854806900024,0.12410378456115723,0.16214334964752197,0.11691385507583618,0.2673984169960022,0.32949793338775635,0.05990779399871826,0.15865719318389893,0.39789581298828125,0.2573375105857849,0.06510275602340698,0.13174796104431152,0.37990957498550415,0.12367993593215942,0.2723519802093506,0.1034650206565857,0.13060027360916138,0.057839274406433105,0.12178653478622437,0.14846235513687134,0.1466847062110901,0.15706974267959595,0.2073122262954712,0.11616933345794678,0.16417044401168823,0.428813099861145,0.17215752601623535
arf_gtpase,0.1614232063293457,0.17812228202819824,0.27161407470703125,0.13728386163711548,0.1645316481590271,0.2627571225166321,0.2511066198348999,0.14712923765182495,0.0,0.12691861391067505,0.305012583732605,0.24992448091506958,0.22223889827728271,0.16814815998077393,0.22883391380310059,0.23987263441085815,0.1706969141960144,0.11530786752700806,0.0982438325881958,0.1762067675590515,0.18975931406021118,0.24065923690795898,0.15555447340011597,0.17455840110778809,0.14836454391479492,0.24227052927017212,0.34191298484802246,0.1259949803352356,0.22474437952041626,0.4300406575202942,0.269752562046051,0.11534839868545532,0.16319864988327026,0.39232462644577026,0.1389094591140747,0.2847670316696167,0.23288273811340332,0.1456148624420166,0.08928996324539185,0.025342702865600586,0.02915632724761963,0.03888505697250366,0.21761959791183472,0.2197272777557373,0.15367436408996582,0.2269468903541565,0.44122815132141113,0.23824471235275269
carbonic_anhydrase,0.09513276815414429,0.07086068391799927,0.2073705792427063,0.08232438564300537,0.10164225101470947,0.16281718015670776,0.15116667747497559,0.06636875867843628,0.12691861391067505,0.0,0.24076908826828003,0.14998453855514526,0.15799540281295776,0.06521093845367432,0.1700226068496704,0.18208366632461548,0.0783376693725586,0.051064372062683105,0.061649441719055176,0.07012283802032471,0.15198880434036255,0.18555104732513428,0.10389316082000732,0.11031490564346313,0.0847969651222229,0.2471877932548523,0.2776694893836975,0.02605503797531128,0.10966295003890991,0.3637502193450928,0.20550906658172607,0.04448503255844116,0.07833236455917358,0.3280811309814453,0.09530335664749146,0.22052353620529175,0.12904149293899536,0.0642315149307251,0.0376286506652832,0.10157591104507446,0.12825173139572144,0.12647408246994019,0.09070098400115967,0.15548378229141235,0.09033602476119995,0.13031768798828125,0.3769846558570862,0.13830476999282837
