,adam_metallopeptidase,adamts_metallopeptidase,adrenoceptor,alcohol_dehydrogenase,aldehyde_dehydrogenase,aldo_keto_reductase,alkaline_phosphatase,arachidonate_lipoxygenase,arf_gtpase,carbonic_anhydrase,cxc_chemokine_receptor,cytochrome_p450,dopamine_receptor,ectonucleotide_pyrophosphatase,ferritin,flavin_monooxygenase,globins,glutamate_metabotropic,glutaredoxin,glutathione_peroxidase,glutathione_s_transferase,guanylate_binding_protein,heme_oxygenase,histamine_receptor,histone_deacetylase_classI,histone_h4,hox,m14_carboxypeptidase,matrix_metalloproteinase,metallothionein,muscarinic_receptor,nadph_oxidase,nitric_oxide_synthase,olfactory_receptors,opsins,p2y_receptor,peroxidase,peroxiredoxin,phosphodiesterase,rab_gtpase,ras_gtpases,rho_gtpase,serine_protease,serotonin_receptor,steap_metalloreductase,sulfotransferase,taste2_receptor,udp_glucuronosyltransferase
adam_metallopeptidase,0.0,0.08458107709884644,0.46730148792266846,0.11794430017471313,0.17947638034820557,0.26193469762802124,0.28297537565231323,0.15155303478240967,0.2564033269882202,0.11114752292633057,0.3886563777923584,0.24927270412445068,0.3743540644645691,0.11594444513320923,0.2748599052429199,0.18418478965759277,0.15696007013320923,0.18727576732635498,0.18331438302993774,0.2699788212776184,0.16044718027114868,0.2227303385734558,0.19898009300231934,0.2571685314178467,0.15768539905548096,0.7331127524375916,0.41524505615234375,0.06667542457580566,0.12801921367645264,0.323100209236145,0.4800668954849243,0.09280669689178467,0.2095627784729004,0.46040457487106323,0.1702612042427063,0.4401547312736511,0.16309469938278198,0.24022603034973145,0.11475253105163574,0.23558002710342407,0.2609633803367615,0.26714378595352173,0.26657533645629883,0.3752456307411194,0.1421753168106079,0.13683772087097168,0.8887452483177185,0.25698649883270264
adamts_metallopeptidase,0.08458107709884644,0.0,0.47042351961135864,0.13566911220550537,0.1972011923789978,0.2796595096588135,0.30070018768310547,0.1692778468132019,0.27412813901901245,0.1288723349571228,0.3917784094810486,0.2669975161552429,0.3774760961532593,0.13366925716400146,0.29258471727371216,0.201909601688385,0.17468488216400146,0.20500057935714722,0.20103919506072998,0.28770363330841064,0.17817199230194092,0.24045515060424805,0.21670490503311157,0.26029056310653687,0.1754102110862732,0.7508375644683838,0.432969868183136,0.0844002366065979,0.13059300184249878,0.34082502126693726,0.4831889271736145,0.09592872858047485,0.21268481016159058,0.4635266065597534,0.17338323593139648,0.4432767629623413,0.18081951141357422,0.2579508423805237,0.13247734308242798,0.2533048391342163,0.2786881923675537,0.28486859798431396,0.1819942593574524,0.37836766242980957,0.15990012884140015,0.15456253290176392,0.8918672800064087,0.2747113108634949
adrenoceptor,0.46730148792266846,0.47042351961135864,0.0,0.4357587695121765,0.3826599717140198,0.46511828899383545,0.6028525233268738,0.4540567994117737,0.4011790156364441,0.4383395314216614,0.3970475196838379,0.4150025248527527,0.09294742345809937,0.4526984691619873,0.5556197166442871,0.5209388136863708,0.4667229652404785,0.3229891061782837,0.46880191564559937,0.47274070978164673,0.49720120429992676,0.5594843626022339,0.5357341170310974,0.21013295650482178,0.43844521045684814,0.7026281356811523,0.30811625719070435,0.40342944860458374,0.5180447101593018,0.6573597192764282,0.18262451887130737,0.3744947910308838,0.4912508726119995,0.5011221766471863,0.29704028367996216,0.3161914348602295,0.4893112778663635,0.44719862937927246,0.39551234245300293,0.3782270550727844,0.4036104083061218,0.40285712480545044,0.590849757194519,0.1512899398803711,0.45369023084640503,0.45928239822387695,0.7811229825019836,0.574800968170166
alcohol_dehydrogenase,0.11794430017471313,0.13566911220550537,0.4357587695121765,0.0,0.06153208017349243,0.1439903974533081,0.26756882667541504,0.13614648580551147,0.13845902681350708,0.09574097394943237,0.35711365938186646,0.17543667554855347,0.34281134605407715,0.08169025182723999,0.25945335626602173,0.12256181240081787,0.14155352115631104,0.1718692183494568,0.06537008285522461,0.15203452110290527,0.10569161176681519,0.20732378959655762,0.18357354402542114,0.22562581300735474,0.14227885007858276,0.6504941582679749,0.39983850717544556,0.05126887559890747,0.1658841371536255,0.3076936602592468,0.4485241770744324,0.061263978481292725,0.17802006006240845,0.4288618564605713,0.13871848583221436,0.4086120128631592,0.1476881504058838,0.12607073783874512,0.09934598207473755,0.16141098737716675,0.17228823900222778,0.18452519178390503,0.31766337156295776,0.34370291233062744,0.12676876783370972,0.12143117189407349,0.8572025299072266,0.1390421986579895
aldehyde_dehydrogenase,0.17947638034820557,0.1972011923789978,0.3826599717140198,0.06153208017349243,0.0,0.08245831727981567,0.32910090684890747,0.1976785659790039,0.07692694664001465,0.1572730541229248,0.3040148615837097,0.11390459537506104,0.2897125482559204,0.14322233200073242,0.22700685262680054,0.1840938925743103,0.20308560132980347,0.19895660877227783,0.12690216302871704,0.13218021392822266,0.16722369194030762,0.26885586977005005,0.24510562419891357,0.172527015209198,0.14707928895950317,0.5889620780944824,0.4269258975982666,0.1128009557723999,0.22741621732711792,0.36922574043273926,0.39542537927627563,0.12279605865478516,0.23955214023590088,0.37576305866241455,0.08561968803405762,0.35551321506500244,0.20922023057937622,0.06453865766525269,0.16087806224822998,0.09987890720367432,0.11075615882873535,0.1229931116104126,0.2897518277168274,0.2906041145324707,0.18830084800720215,0.18296325206756592,0.8041037321090698,0.20057427883148193
aldo_keto_reductase,0.26193469762802124,0.2796595096588135,0.46511828899383545,0.1439903974533081,0.08245831727981567,0.0,0.41155922412872314,0.2801368832588196,0.15938526391983032,0.23973137140274048,0.3864731788635254,0.1963629126548767,0.3721708655357361,0.2256806492805481,0.2618468403816223,0.266552209854126,0.28554391860961914,0.2814149260520935,0.16404283046722412,0.11268478631973267,0.2496820092201233,0.3513141870498657,0.32756394147872925,0.25498533248901367,0.18191927671432495,0.6714203953742981,0.5093842148780823,0.19525927305221558,0.3098745346069336,0.45168405771255493,0.4778836965560913,0.20525437593460083,0.32201045751571655,0.4582213759422302,0.1680780053138733,0.4379715323448181,0.2916785478591919,0.09937864542007446,0.22485214471817017,0.18233722448349,0.19321447610855103,0.20545142889022827,0.37221014499664307,0.3730624318122864,0.2707591652870178,0.2654215693473816,0.8865620493888855,0.2830325961112976
alkaline_phosphatase,0.28297537565231323,0.30070018768310547,0.6028525233268738,0.26756882667541504,0.32910090684890747,0.41155922412872314,0.0,0.1487957239151001,0.4060278534889221,0.26077204942703247,0.5242074131965637,0.3988972306251526,0.5099050998687744,0.26556897163391113,0.36630725860595703,0.3338093161582947,0.23107528686523438,0.3369002938270569,0.33293890953063965,0.4196033477783203,0.3100717067718506,0.3723548650741577,0.28896433115005493,0.392719566822052,0.30730992555618286,0.8330618739128113,0.5648695826530457,0.21629995107650757,0.3309152126312256,0.4621877670288086,0.6156179308891296,0.22835773229599,0.1508713960647583,0.5959556102752686,0.3058122396469116,0.5757057666778564,0.11988067626953125,0.38985055685043335,0.26437705755233765,0.385204553604126,0.4105879068374634,0.41676831245422363,0.48269444704055786,0.5107966661453247,0.2917998433113098,0.2864622473716736,1.0242962837219238,0.40661102533340454
arachidonate_lipoxygenase,0.15155303478240967,0.1692778468132019,0.4540567994117737,0.13614648580551147,0.1976785659790039,0.2801368832588196,0.1487957239151001,0.0,0.26115524768829346,0.1293497085571289,0.3754116892814636,0.267474889755249,0.3611093759536743,0.13414663076400757,0.21751153469085693,0.2023869752883911,0.08227956295013428,0.1925850510597229,0.1933513879776001,0.28001582622528076,0.17864936590194702,0.24093252420425415,0.14016860723495483,0.2439238429069519,0.16299468278884888,0.6842661499977112,0.42055433988571167,0.084877610206604,0.19949287176132202,0.3133920431137085,0.46682220697402954,0.07956200838088989,0.10791218280792236,0.44715988636016846,0.15701651573181152,0.42691004276275635,0.10383456945419312,0.24553531408309937,0.12006181478500366,0.2382032871246338,0.2635866403579712,0.27245306968688965,0.3512721061706543,0.3620009422302246,0.15875744819641113,0.15503990650177002,0.8755005598068237,0.275188684463501
arf_gtpase,0.2564033269882202,0.27412813901901245,0.4011790156364441,0.13845902681350708,0.07692694664001465,0.15938526391983032,0.4060278534889221,0.26115524768829346,0.0,0.21012067794799805,0.32253390550613403,0.19083154201507568,0.3082315921783447,0.22014927864074707,0.3038868308067322,0.26102083921432495,0.2738214135169983,0.12202966213226318,0.2038291096687317,0.11746561527252197,0.24415063858032227,0.3457828164100647,0.3220325708389282,0.19104605913162231,0.10084658861160278,0.5120351314544678,0.34999895095825195,0.18972790241241455,0.30434316396713257,0.4056268334388733,0.41394442319869995,0.18159323930740356,0.2983493208885193,0.39428210258483887,0.10413873195648193,0.37403225898742676,0.28614717721939087,0.14146560430526733,0.143779456615448,0.022951960563659668,0.0338292121887207,0.04606616497039795,0.36667877435684204,0.309123158454895,0.2607886791229248,0.25989019870758057,0.8226227760314941,0.2775012254714966
carbonic_anhydrase,0.11114752292633057,0.1288723349571228,0.4383395314216614,0.09574097394943237,0.1572730541229248,0.23973137140274048,0.26077204942703247,0.1293497085571289,0.21012067794799805,0.0,0.3596944212913513,0.22706937789916992,0.345392107963562,0.09374111890792847,0.22644859552383423,0.161981463432312,0.13475674390792847,0.1388644576072693,0.13963079452514648,0.22629523277282715,0.13824385404586792,0.20052701234817505,0.17677676677703857,0.2282065749168396,0.10927408933639526,0.6847014427185059,0.36683374643325806,0.0444720983505249,0.15908735990524292,0.30089688301086426,0.45110493898391724,0.06384474039077759,0.1806008219718933,0.43144261837005615,0.14129924774169922,0.41119277477264404,0.14089137315750122,0.19181472063064575,0.06634122133255005,0.18716871738433838,0.21255207061767578,0.21873247623443604,0.3108665943145752,0.3462836742401123,0.11997199058532715,0.11463439464569092,0.8597832918167114,0.23478317260742188
