layer,grouping,group,n,coherence,isotropic_floor,loo_mean,loo_median,cos_group_vs_pooled
0,family,arf_gtpase,16,0.6863579429184945,0.25,0.6591474226232773,0.7814022845162487,0.9693180113190563
0,family,cytochrome_p450,4,0.758181078804153,0.5,0.5772591307576733,0.6219261429596963,0.9418473808611885
0,family,hox,26,0.3290903967845814,0.19611613513818404,0.2546657129181895,0.45448541581449875,-0.5841000130251364
0,family,rab_gtpase,35,0.45871727194793677,0.1690308509457033,0.434655733773076,0.5975417445708279,0.9762486268241416
0,family,ras_gtpases,14,0.47311496755345445,0.2672612419124244,0.3782217942902724,0.5175529328746465,0.9353883752317163
0,family,rho_gtpase,8,0.5653514490325169,0.35355339059327373,0.48686200031915877,0.8212126181596348,0.9533491454460423
0,superfamily,cytochrome_p450,4,0.758181078804153,0.5,0.5772591307576733,0.6219261429596963,0.9418473808611885
0,superfamily,hox,26,0.3290903967845814,0.19611613513818404,0.2546657129181895,0.45448541581449875,-0.5841000130251364
0,superfamily,small_GTPase,73,0.49926385021755937,0.11704114719613057,0.4879276717271487,0.7109837721096312,0.9877451130642325
1,family,arf_gtpase,16,0.509045661895212,0.25,0.44403786588711724,0.5615171559841593,0.9464306027121377
1,family,cytochrome_p450,4,0.7003765293845027,0.5,0.44801249701801205,0.46980831415250957,0.8492970240650224
1,family,hox,26,0.31143307127562403,0.19611613513818404,0.2063229996604203,0.32358271236907526,-0.18456841582489866
1,family,rab_gtpase,35,0.3796010750447761,0.1690308509457033,0.3383847646484667,0.3563114907338818,0.9582087749626216
1,family,ras_gtpases,14,0.3871893877659824,0.2672612419124244,0.24099915622254534,0.27182531115515707,0.8441808915023501
1,family,rho_gtpase,8,0.535939544197993,0.35355339059327373,0.40378658272133644,0.4809825205603474,0.8983751576515887
1,superfamily,cytochrome_p450,4,0.7003765293845027,0.5,0.44801249701801205,0.46980831415250957,0.8492970240650224
1,superfamily,hox,26,0.31143307127562403,0.19611613513818404,0.2063229996604203,0.32358271236907526,-0.18456841582489866
1,superfamily,small_GTPase,73,0.3922121621939512,0.11704114719613057,0.3723791653155913,0.433282962310293,0.9792824527485406
2,family,arf_gtpase,16,0.5032926526144587,0.25,0.4087318598162136,0.28863177254898364,0.9907511001268398
2,family,cytochrome_p450,4,0.6627417729770665,0.5,0.39354520341462074,0.3969296909842269,0.17837502429117796
2,family,hox,26,0.2867492063302557,0.19611613513818404,0.1558379503730619,0.2361509607677429,-0.49343768244338254
2,family,rab_gtpase,35,0.2981336947621882,0.1690308509457033,0.18167840453208026,0.160624833686186,0.9922405668528658
2,family,ras_gtpases,14,0.3713341344604797,0.2672612419124244,0.1846123121123804,0.17678289670744374,0.8646791781232104
2,family,rho_gtpase,8,0.4012619249852001,0.35355339059327373,-0.07605463989622112,0.012832316074237151,0.9872261058221529
2,superfamily,cytochrome_p450,4,0.6627417729770665,0.5,0.39354520341462074,0.3969296909842269,0.17837502429117796
2,superfamily,hox,26,0.2867492063302557,0.19611613513818404,0.1558379503730619,0.2361509607677429,-0.49343768244338254
2,superfamily,small_GTPase,73,0.3270841839764707,0.11704114719613057,0.2383475011038889,0.14667736719083596,0.9967730222385743
3,family,arf_gtpase,16,0.4243695711232262,0.25,0.3394231661054703,0.14016211989450877,0.9645405533017937
3,family,cytochrome_p450,4,0.5997526551316772,0.5,0.2384331833522434,0.27185077483560943,0.24604051030849966
3,family,hox,26,0.3105144322333345,0.19611613513818404,0.18642931564757842,0.23342706474529534,-0.08461118381290805
3,family,rab_gtpase,35,0.25460120694579635,0.1690308509457033,0.14292563045062218,0.0802527333051239,0.9758893160750287
3,family,ras_gtpases,14,0.34634176333010674,0.2672612419124244,0.14077299202430452,0.15634383792047357,0.7745115236765845
3,family,rho_gtpase,8,0.4077850434289791,0.35355339059327373,-0.012175254955640778,0.06890905188344587,0.9601222925021327
3,superfamily,cytochrome_p450,4,0.5997526551316772,0.5,0.2384331833522434,0.27185077483560943,0.24604051030849966
3,superfamily,hox,26,0.3105144322333345,0.19611613513818404,0.18642931564757842,0.23342706474529534,-0.08461118381290805
3,superfamily,small_GTPase,73,0.2700059209473537,0.11704114719613057,0.20042056412227643,0.09459051481814275,0.9864132431408332
4,family,arf_gtpase,16,0.3842387263372577,0.25,0.26470369444669795,0.2027450585646015,0.7625483380869748
4,family,cytochrome_p450,4,0.6200553834784265,0.5,0.2868745465658273,0.30519669204227584,0.6598257723461702
4,family,hox,26,0.3375186951547388,0.19611613513818404,0.23852199570317476,0.2516781581998182,0.48986628647767977
4,family,rab_gtpase,35,0.254972370158447,0.1690308509457033,0.14801263730594383,0.22162839814554217,0.8953197283220355
4,family,ras_gtpases,14,0.32428378193644253,0.2672612419124244,0.10407113151839355,0.16111338455495733,0.7181581812145054
4,family,rho_gtpase,8,0.45191342640676657,0.35355339059327373,0.1783271045785487,0.17199649209100712,0.8034735444847196
4,superfamily,cytochrome_p450,4,0.6200553834784265,0.5,0.2868745465658273,0.30519669204227584,0.6598257723461702
4,superfamily,hox,26,0.3375186951547388,0.19611613513818404,0.23852199570317476,0.2516781581998182,0.48986628647767977
4,superfamily,small_GTPase,73,0.26316740315186793,0.11704114719613057,0.21334520765396703,0.2499981510410088,0.9299592150254691
5,family,arf_gtpase,16,0.38282910169355133,0.25,0.253522813553638,0.23365110900447572,0.734452241005135
5,family,cytochrome_p450,4,0.6419419990495226,0.5,0.31448402107433404,0.33892342370892437,0.7427453839868412
5,family,hox,26,0.4069354767489027,0.19611613513818404,0.3331991301822637,0.33390301182340526,0.6461388465071813
5,family,rab_gtpase,35,0.27590464977662804,0.1690308509457033,0.17253774636794186,0.22080542297111622,0.8991355999780071
5,family,ras_gtpases,14,0.3535345302483948,0.2672612419124244,0.1524490463367485,0.1738990556858944,0.711719661477252
5,family,rho_gtpase,8,0.483622783572651,0.35355339059327373,0.24525621751027885,0.24547552228285713,0.8323591214294732
5,superfamily,cytochrome_p450,4,0.6419419990495226,0.5,0.31448402107433404,0.33892342370892437,0.7427453839868412
5,superfamily,hox,26,0.4069354767489027,0.19611613513818404,0.3331991301822637,0.33390301182340526,0.6461388465071813
5,superfamily,small_GTPase,73,0.2881918808432676,0.11704114719613057,0.24000568363803282,0.2969394219817633,0.9203944937910644
6,family,arf_gtpase,16,0.38434469775348884,0.25,0.23691699702976998,0.26423282242160134,0.566613745291702
6,family,cytochrome_p450,4,0.6469242747464201,0.5,0.3643618966327907,0.47163293306313175,0.7765448292927861
6,family,hox,26,0.4568925692349786,0.19611613513818404,0.39566929182752986,0.379615406069814,0.6909134777201734
6,family,rab_gtpase,35,0.2675795491884939,0.1690308509457033,0.1655079683744356,0.18029952867361007,0.8586361941129028
6,family,ras_gtpases,14,0.34525602263715716,0.2672612419124244,0.1306062653079209,0.15972189978824133,0.7810791677786236
6,family,rho_gtpase,8,0.47809510679560924,0.35355339059327373,0.24609982583419293,0.2666352077873609,0.7896120249732526
6,superfamily,cytochrome_p450,4,0.6469242747464201,0.5,0.3643618966327907,0.47163293306313175,0.7765448292927861
6,superfamily,hox,26,0.4568925692349786,0.19611613513818404,0.39566929182752986,0.379615406069814,0.6909134777201734
6,superfamily,small_GTPase,73,0.27666846479704177,0.11704114719613057,0.22859527632002916,0.28401124059539595,0.8821830960527265
7,family,arf_gtpase,16,0.34752540803752113,0.25,0.14713701828484102,0.18704335298990707,0.5658976593810345
7,family,cytochrome_p450,4,0.5970067306064599,0.5,0.27401461934762616,0.3881813744758775,0.8309525990880076
7,family,hox,26,0.4431626230759643,0.19611613513818404,0.3790521672510164,0.36881025493480873,0.7135920572741384
7,family,rab_gtpase,35,0.25949870586663343,0.1690308509457033,0.16829055504916585,0.25750043736602474,0.8925498934446338
7,family,ras_gtpases,14,0.32329054062046203,0.2672612419124244,0.06658768459600571,0.12911687172058617,0.7590253750952449
7,family,rho_gtpase,8,0.4958523000791695,0.35355339059327373,0.2968937020073101,0.3511176082107479,0.8353839792422105
7,superfamily,cytochrome_p450,4,0.5970067306064599,0.5,0.27401461934762616,0.3881813744758775,0.8309525990880076
7,superfamily,hox,26,0.4431626230759643,0.19611613513818404,0.3790521672510164,0.36881025493480873,0.7135920572741384
7,superfamily,small_GTPase,73,0.259265233239363,0.11704114719613057,0.20750555974651166,0.2859532382402853,0.9104990223629643
8,family,arf_gtpase,16,0.3438699465350554,0.25,0.13472651509828978,0.17539027191284554,0.5081731557924599
8,family,cytochrome_p450,4,0.5578959296955792,0.5,0.19348862889785123,0.28890136009682954,0.8543576570763195
8,family,hox,26,0.43419465025904835,0.19611613513818404,0.36762529471371663,0.42129297400588417,0.7507481686210907
8,family,rab_gtpase,35,0.2501396901267202,0.1690308509457033,0.161839982573796,0.3500329769239346,0.9066169091041592
8,family,ras_gtpases,14,0.30169143587804825,0.2672612419124244,0.0003899099678110355,0.07431387099990178,0.7074844477813167
8,family,rho_gtpase,8,0.5297908487320567,0.35355339059327373,0.36929027252414004,0.4776273970341338,0.8638862851452566
8,superfamily,cytochrome_p450,4,0.5578959296955792,0.5,0.19348862889785123,0.28890136009682954,0.8543576570763195
8,superfamily,hox,26,0.43419465025904835,0.19611613513818404,0.36762529471371663,0.42129297400588417,0.7507481686210907
8,superfamily,small_GTPase,73,0.24962836550438863,0.11704114719613057,0.19867003487945617,0.345080326437611,0.9146250217889185
9,family,arf_gtpase,16,0.3875839845682777,0.25,0.3169977924677711,0.3732309216960339,0.994134701183629
9,family,cytochrome_p450,4,0.49426214156990633,0.5,0.04772500174819447,0.14150708166326859,-0.3513398930680872
9,family,hox,26,0.3908922538644937,0.19611613513818404,0.3192387273610406,0.5450766339651107,-0.7376327717966736
9,family,rab_gtpase,35,0.17122421343214686,0.1690308509457033,-0.07281845575896427,-0.08528522259115573,0.9980138884267482
9,family,ras_gtpases,14,0.23596899053604306,0.2672612419124244,-0.0911236677541752,-0.09835723112263613,0.9731710763791581
