gene,condition,sample,gc1,gc2,gc3,n_codons,syn_per_100,nonsyn_per_100,frac_diff_syn,syn_site_frac,pS,pN,pN_over_pS
ENSG00000003393,add_a0.5,2.0,57.71771771771771,49.54954954954955,67.65060240963855,304.2,8.02265494012957,27.028319458973147,0.22897482305253333,0.26708079045499605,0.10008280625900981,0.12294561773734294,1.2435081814703621
ENSG00000003393,add_a1.0,2.0,58.258258258258266,54.05405405405405,71.92771084337349,311.0,8.888240014121049,24.807262586854456,0.2652210884353742,0.2664549082899531,0.11117895923998648,0.11272332743985365,1.0564203682577775
ENSG00000003393,add_a1.0_L24,2.0,46.066066066066064,39.75975975975976,51.506024096385545,301.4,8.894934307496206,21.717390353358773,0.29428545267298023,0.26807602519211826,0.11059643020075591,0.09889784311509187,0.8954278732682331
ENSG00000003393,add_a2.0,2.0,79.15915915915916,72.67267267267268,85.48192771084338,314.4,7.5214128082839125,27.065601931709978,0.22003836984358677,0.2674787388111516,0.0937025836525492,0.1231890736594577,1.3484119325286117
ENSG00000003393,add_a3.0,2.0,80.66066066066067,72.01201201201201,87.34939759036145,312.0,8.02091296542062,31.602216549261122,0.20120000062695825,0.26766363707451063,0.09992220448782459,0.14384765102420535,1.5256140485310257
ENSG00000003393,add_a4.0,2.0,77.5975975975976,75.85585585585586,87.53012048192771,310.0,8.908772559118844,30.786405094434663,0.22481132705783907,0.2673220962175645,0.11105237352501567,0.1400620621871227,1.2726127015509403
ENSG00000003393,add_gc_removed_a1.0,2.0,40.36036036036036,36.81681681681682,39.51807228915662,299.2,8.636980737789106,20.556397356578387,0.2948705544505878,0.2688230721126414,0.10688647309841519,0.0936819145232503,0.927636245528352
ENSG00000003393,add_own,2.0,69.12912912912913,61.92192192192192,80.96385542168676,309.4,8.533697481525772,28.43833919155432,0.23103892289399988,0.26782934737227626,0.1061838645251143,0.12946822204470218,1.2244883964325064
ENSG00000003393,add_own_L24,2.0,44.56456456456456,42.52252252252252,49.21686746987952,306.6,8.109853444597217,20.069566951080652,0.29151501311987243,0.26717154857018804,0.10116402989435883,0.09125984197395862,0.908050337141707
ENSG00000003393,random_a1.0,2.0,46.126126126126124,47.327327327327325,47.53012048192771,305.0,7.730623163551431,22.281219838485296,0.2562538801471488,0.26527872909345157,0.09719108846693261,0.10108430432858391,1.0549355142993078
ENSG00000003393,random_a1.0_L24,2.0,51.351351351351354,50.87087087087087,56.204819277108435,301.0,8.298504849765683,24.543903555201673,0.25613061059530795,0.2655607174225882,0.10418565543269609,0.11141017467572482,1.0831091161966584
ENSG00000003393,unsteered,2.0,43.3033033033033,42.52252252252252,44.21686746987952,299.4,7.873281244128085,21.99548791466385,0.269527788116278,0.26869954384456235,0.09770221646340833,0.10028910753462769,1.0524111494929649
